ServiceID,CarID,Date_of_Service,ServiceType,Cost_of_Service
S24694,C08166,2024-05-28,Wheel Alignment,409.0
S24690,C08166,2024-12-11,Transmission Check,283.0
S24692,C08166,2022-08-18,Brake Replacement,95.0
S85568,C28448,2025-08-26,Air Filter Replacement,60.0
S85569,C28448,2023-06-22,Suspension Check,151.0
S85567,C28448,2020-10-24,Coolant Flush,302.0
S31558,C10459,2021-04-20,Spark Plug Replacement,92.0
S47024,C15594,2025-07-15,Brake Replacement,64.0
S47025,C15594,2022-08-14,Air Filter Replacement,347.0
S47023,C15594,2022-07-09,Suspension Check,147.0
S114766,C38225,2020-11-15,Battery Replacement,179.0
S34697,C11510,2024-10-26,Major Service,243.0
S91134,C30302,2023-03-07,Tire Replacement,380.0
S112047,C37323,2022-06-14,Clutch Replacement,51.0
S92057,C30620,2024-07-28,Brake Replacement,85.0
S61636,C20478,2024-10-10,Wheel Alignment,74.0
S21601,C07153,2023-09-25,Tire Replacement,466.0
S21603,C07153,2023-06-06,Major Service,378.0
S21600,C07153,2024-04-23,Brake Replacement,182.0
S109593,C36495,2022-07-29,Wheel Alignment,138.0
S119080,C39670,2024-04-17,Clutch Replacement,71.0
S119083,C39670,2021-12-16,Clutch Replacement,392.0
S119081,C39670,2024-09-28,Major Service,137.0
S81740,C27146,2025-03-29,Battery Replacement,319.0
S101715,C33852,2023-09-17,Major Service,159.0
S101713,C33852,2023-09-01,Clutch Replacement,190.0
S50233,C16681,2023-05-29,Suspension Check,338.0
S122623,C40834,2021-07-12,Wheel Alignment,315.0
S39988,C13257,2023-06-30,Tire Replacement,283.0
S39991,C13257,2023-03-28,Tire Replacement,53.0
S23824,C07874,2024-02-09,Wheel Alignment,92.0
S23825,C07874,2023-03-01,Wheel Alignment,388.0
S12637,C04203,2022-05-21,Clutch Replacement,68.0
S12638,C04203,2024-08-03,Coolant Flush,292.0
S12636,C04203,2025-01-11,Clutch Replacement,404.0
S03669,C01222,2024-02-22,Transmission Check,316.0
S04226,C01413,2023-11-16,Major Service,151.0
S58679,C19479,2024-08-09,Wheel Alignment,178.0
S17114,C05680,2021-05-04,Spark Plug Replacement,445.0
S17113,C05680,2025-05-20,Suspension Check,451.0
S10755,C03561,2024-08-21,Tire Replacement,444.0
S10757,C03561,2023-05-27,Brake Replacement,318.0
S10754,C03561,2021-07-12,Tire Replacement,233.0
S29678,C09837,2023-07-07,Clutch Replacement,299.0
S29679,C09837,2020-10-08,Transmission Check,57.0
S43393,C14367,2025-02-24,Air Filter Replacement,430.0
S115567,C38483,2021-07-31,Transmission Check,168.0
S115569,C38483,2022-08-11,Battery Replacement,456.0
S115570,C38483,2023-04-18,Coolant Flush,208.0
S17710,C05879,2023-04-18,Wheel Alignment,404.0
S17711,C05879,2021-12-14,Coolant Flush,144.0
S134380,C44748,2024-10-14,Spark Plug Replacement,263.0
S67133,C22304,2023-06-01,Coolant Flush,173.0
S67137,C22304,2025-05-23,Air Filter Replacement,301.0
S67136,C22304,2025-02-06,Major Service,487.0
S83692,C27808,2024-05-04,Coolant Flush,268.0
S83691,C27808,2025-04-11,Wheel Alignment,77.0
S73899,C24541,2022-04-19,Brake Replacement,195.0
S73901,C24541,2025-07-24,Battery Replacement,342.0
S110588,C36837,2022-01-30,Clutch Replacement,239.0
S110589,C36837,2022-01-16,Tire Replacement,402.0
S133869,C44582,2024-08-27,Air Filter Replacement,478.0
S92341,C30720,2022-05-29,Tire Replacement,209.0
S139812,C46576,2022-12-30,Major Service,275.0
S122810,C40897,2021-02-24,Wheel Alignment,82.0
S122811,C40897,2023-12-07,Suspension Check,360.0
S122807,C40897,2021-06-20,Transmission Check,180.0
S30027,C09960,2023-07-27,Brake Replacement,329.0
S30028,C09960,2020-11-30,Major Service,248.0
S30029,C09960,2023-08-17,Suspension Check,96.0
S24886,C08232,2024-06-16,Suspension Check,228.0
S143889,C47943,2020-10-27,Clutch Replacement,51.0
S143888,C47943,2025-06-27,Wheel Alignment,187.0
S35100,C11642,2024-01-16,Tire Replacement,140.0
S35098,C11642,2024-05-21,Battery Replacement,361.0
S09378,C03097,2024-08-07,Wheel Alignment,420.0
S09381,C03097,2021-11-09,Brake Replacement,338.0
S09379,C03097,2024-03-21,Clutch Replacement,283.0
S78654,C26118,2025-05-31,Spark Plug Replacement,451.0
S78658,C26118,2024-07-15,Coolant Flush,55.0
S78655,C26118,2020-10-25,Spark Plug Replacement,376.0
S137574,C45816,2025-06-06,Battery Replacement,198.0
S07190,C02377,2023-09-29,Battery Replacement,496.0
S61931,C20572,2023-04-03,Major Service,96.0
S145974,C48654,2020-09-02,Battery Replacement,87.0
S145977,C48654,2023-08-12,Major Service,58.0
S42173,C13967,2023-09-10,Brake Replacement,365.0
S42172,C13967,2025-01-17,Battery Replacement,261.0
S50061,C16622,2021-12-30,Tire Replacement,103.0
S122855,C40912,2022-12-08,Transmission Check,109.0
S122854,C40912,2022-06-19,Clutch Replacement,94.0
S115373,C38419,2020-12-03,Oil Change,71.0
S83594,C27779,2023-01-04,Spark Plug Replacement,90.0
S83596,C27779,2021-01-18,Brake Replacement,458.0
S83597,C27779,2021-04-18,Battery Replacement,417.0
S97258,C32359,2023-04-10,Suspension Check,415.0
S97259,C32359,2023-04-16,Clutch Replacement,112.0
S77655,C25783,2024-12-09,Wheel Alignment,354.0
S77656,C25783,2024-06-01,Tire Replacement,446.0
S130997,C43628,2025-05-30,Major Service,131.0
S130996,C43628,2023-12-22,Oil Change,233.0
S130995,C43628,2024-10-03,Battery Replacement,379.0
S33481,C11105,2021-03-18,Coolant Flush,184.0
S33484,C11105,2021-09-11,Tire Replacement,492.0
S149429,C49798,2023-10-12,Battery Replacement,404.0
S89619,C29798,2025-07-12,Major Service,240.0
S89616,C29798,2022-08-31,Battery Replacement,291.0
S13081,C04343,2023-06-24,Transmission Check,418.0
S13080,C04343,2023-12-16,Wheel Alignment,414.0
S111174,C37040,2025-01-21,Clutch Replacement,152.0
S85153,C28301,2023-03-19,Spark Plug Replacement,60.0
S85154,C28301,2024-08-13,Oil Change,309.0
S85151,C28301,2024-11-02,Tire Replacement,54.0
S69663,C23154,2022-09-25,Clutch Replacement,499.0
S69666,C23154,2020-10-22,Wheel Alignment,58.0
S69665,C23154,2021-03-10,Air Filter Replacement,472.0
S126251,C42042,2023-06-22,Transmission Check,74.0
S126248,C42042,2025-08-07,Coolant Flush,456.0
S74084,C24599,2024-02-13,Major Service,271.0
S74083,C24599,2023-11-04,Clutch Replacement,450.0
S60980,C20260,2020-09-26,Wheel Alignment,450.0
S90519,C30098,2023-09-11,Major Service,443.0
S90521,C30098,2024-02-05,Suspension Check,296.0
S39259,C13020,2025-04-16,Transmission Check,470.0
S39257,C13020,2023-11-25,Air Filter Replacement,271.0
S39258,C13020,2023-09-20,Tire Replacement,175.0
S136541,C45480,2023-10-13,Battery Replacement,154.0
S45054,C14917,2020-12-05,Air Filter Replacement,441.0
S45053,C14917,2024-01-06,Wheel Alignment,352.0
S109208,C36365,2021-03-27,Tire Replacement,59.0
S86774,C28844,2022-02-01,Brake Replacement,384.0
S86775,C28844,2024-05-27,Clutch Replacement,82.0
S144493,C48142,2023-12-25,Tire Replacement,442.0
S144492,C48142,2020-09-01,Spark Plug Replacement,144.0
S120365,C40096,2025-08-24,Battery Replacement,471.0
S120366,C40096,2025-01-17,Transmission Check,127.0
S120367,C40096,2024-05-03,Major Service,414.0
S86759,C28838,2020-11-15,Tire Replacement,179.0
S146998,C48982,2024-05-04,Tire Replacement,212.0
S23342,C07723,2020-12-21,Battery Replacement,349.0
S23343,C07723,2021-07-16,Battery Replacement,459.0
S23344,C07723,2023-05-20,Spark Plug Replacement,417.0
S41644,C13794,2022-08-07,Major Service,67.0
S41645,C13794,2024-11-23,Wheel Alignment,313.0
S80156,C26616,2020-10-11,Spark Plug Replacement,309.0
S123784,C41216,2024-12-21,Clutch Replacement,250.0
S123785,C41216,2025-07-02,Transmission Check,467.0
S27295,C09028,2022-02-25,Brake Replacement,307.0
S27293,C09028,2025-02-05,Battery Replacement,168.0
S121349,C40423,2020-10-01,Spark Plug Replacement,212.0
S121348,C40423,2022-05-14,Clutch Replacement,276.0
S46750,C15498,2024-01-09,Transmission Check,493.0
S99077,C32966,2022-01-30,Oil Change,261.0
S99075,C32966,2021-10-20,Battery Replacement,435.0
S41671,C13803,2022-04-26,Air Filter Replacement,331.0
S58137,C19294,2021-07-08,Battery Replacement,260.0
S58136,C19294,2022-08-04,Clutch Replacement,120.0
S107633,C35830,2023-01-20,Battery Replacement,86.0
S66381,C22070,2021-05-23,Air Filter Replacement,400.0
S60288,C20039,2023-12-05,Transmission Check,243.0
S99242,C33017,2023-12-04,Wheel Alignment,120.0
S94943,C31585,2023-05-14,Tire Replacement,326.0
S94942,C31585,2023-05-23,Clutch Replacement,334.0
S126892,C42252,2024-02-20,Clutch Replacement,288.0
S126891,C42252,2023-11-05,Transmission Check,424.0
S35729,C11848,2020-09-28,Oil Change,78.0
S134934,C44936,2021-04-22,Major Service,122.0
S35630,C11811,2024-06-24,Oil Change,417.0
S66239,C22021,2023-06-08,Transmission Check,406.0
S66240,C22021,2025-07-01,Major Service,272.0
S66238,C22021,2021-04-23,Oil Change,201.0
S62826,C20868,2022-08-06,Transmission Check,343.0
S62824,C20868,2023-12-27,Wheel Alignment,488.0
S62827,C20868,2025-08-11,Oil Change,262.0
S24601,C08134,2021-09-30,Brake Replacement,318.0
S24604,C08134,2024-12-24,Battery Replacement,335.0
S16009,C05307,2024-12-07,Coolant Flush,114.0
S07811,C02578,2023-06-03,Battery Replacement,90.0
S108370,C36085,2022-01-18,Tire Replacement,359.0
S108368,C36085,2021-07-25,Clutch Replacement,286.0
S108371,C36085,2023-10-08,Brake Replacement,129.0
S118012,C39303,2023-06-05,Wheel Alignment,123.0
S67283,C22352,2020-12-30,Brake Replacement,350.0
S67285,C22352,2021-07-28,Oil Change,53.0
S49300,C16359,2025-08-17,Transmission Check,457.0
S49301,C16359,2024-05-20,Clutch Replacement,352.0
S38268,C12682,2021-01-05,Transmission Check,131.0
S38267,C12682,2021-05-28,Spark Plug Replacement,279.0
S38269,C12682,2024-04-01,Transmission Check,277.0
S24145,C07979,2021-03-31,Coolant Flush,457.0
S24144,C07979,2023-06-13,Transmission Check,396.0
S48629,C16124,2024-10-21,Oil Change,335.0
S48628,C16124,2024-05-08,Clutch Replacement,294.0
S48627,C16124,2024-08-02,Battery Replacement,239.0
S16347,C05422,2024-12-22,Tire Replacement,238.0
S16350,C05422,2024-09-23,Brake Replacement,258.0
S16348,C05422,2022-09-12,Transmission Check,95.0
S94269,C31361,2025-08-18,Clutch Replacement,398.0
S94270,C31361,2024-10-11,Oil Change,194.0
S56392,C18715,2024-05-04,Tire Replacement,459.0
S56389,C18715,2024-11-11,Wheel Alignment,287.0
S12047,C03999,2024-05-03,Air Filter Replacement,344.0
S86874,C28876,2025-05-15,Air Filter Replacement,399.0
S22382,C07410,2024-05-27,Suspension Check,356.0
S22384,C07410,2022-12-10,Clutch Replacement,122.0
S22383,C07410,2022-11-04,Major Service,160.0
S00745,C00252,2024-10-29,Clutch Replacement,416.0
S144143,C48023,2023-07-16,Clutch Replacement,131.0
S144146,C48023,2023-01-05,Battery Replacement,481.0
S144145,C48023,2022-07-24,Clutch Replacement,330.0
S132011,C43964,2023-06-19,Air Filter Replacement,376.0
S14538,C04820,2023-02-07,Clutch Replacement,93.0
S14537,C04820,2023-11-18,Major Service,416.0
S14536,C04820,2025-01-27,Spark Plug Replacement,141.0
S61044,C20284,2022-05-22,Suspension Check,115.0
S61047,C20284,2021-05-27,Transmission Check,477.0
S61046,C20284,2024-07-04,Spark Plug Replacement,198.0
S90663,C30146,2021-09-22,Tire Replacement,483.0
S90661,C30146,2022-11-25,Transmission Check,95.0
S90662,C30146,2022-01-03,Wheel Alignment,390.0
S68819,C22872,2022-04-10,Tire Replacement,312.0
S68818,C22872,2023-11-22,Suspension Check,151.0
S68817,C22872,2024-11-02,Coolant Flush,152.0
S23739,C07846,2021-06-10,Oil Change,265.0
S73733,C24482,2020-10-24,Battery Replacement,186.0
S73734,C24482,2022-08-25,Coolant Flush,405.0
S30965,C10262,2021-12-11,Major Service,188.0
S95114,C31637,2023-07-15,Spark Plug Replacement,105.0
S95115,C31637,2024-06-15,Oil Change,376.0
S56434,C18730,2021-03-23,Major Service,392.0
S56433,C18730,2025-01-02,Spark Plug Replacement,378.0
S138725,C46202,2022-09-19,Wheel Alignment,398.0
S138724,C46202,2022-07-18,Spark Plug Replacement,270.0
S127643,C42498,2023-06-24,Major Service,430.0
S127642,C42498,2021-05-23,Oil Change,259.0
S59623,C19822,2024-07-04,Brake Replacement,247.0
S106308,C35381,2025-06-19,Suspension Check,257.0
S106309,C35381,2023-12-18,Transmission Check,203.0
S18082,C06003,2022-11-06,Wheel Alignment,156.0
S96772,C32200,2025-05-08,Air Filter Replacement,269.0
S96775,C32200,2024-08-06,Clutch Replacement,161.0
S15667,C05199,2025-05-26,Tire Replacement,109.0
S15668,C05199,2024-08-09,Clutch Replacement,428.0
S127570,C42476,2025-04-22,Coolant Flush,160.0
S25247,C08355,2021-11-22,Air Filter Replacement,96.0
S25248,C08355,2021-09-19,Major Service,301.0
S68952,C22914,2022-06-08,Tire Replacement,173.0
S121961,C40623,2024-12-19,Coolant Flush,394.0
S140164,C46687,2022-06-03,Wheel Alignment,463.0
S140163,C46687,2022-05-25,Oil Change,282.0
S140165,C46687,2020-11-25,Brake Replacement,305.0
S36267,C12028,2025-04-17,Tire Replacement,265.0
S91471,C30420,2022-06-02,Tire Replacement,490.0
S91472,C30420,2024-02-02,Air Filter Replacement,451.0
S59020,C19604,2024-07-26,Oil Change,154.0
S59017,C19604,2024-01-14,Transmission Check,172.0
S60697,C20169,2023-01-12,Wheel Alignment,392.0
S90030,C29936,2024-03-13,Transmission Check,160.0
S58514,C19413,2023-03-20,Major Service,230.0
S58516,C19413,2024-03-25,Spark Plug Replacement,159.0
S66290,C22038,2021-03-04,Suspension Check,374.0
S66292,C22038,2021-05-08,Tire Replacement,249.0
S66291,C22038,2021-11-11,Clutch Replacement,317.0
S19088,C06327,2024-07-27,Clutch Replacement,141.0
S144008,C47981,2025-06-04,Battery Replacement,445.0
S122507,C40798,2024-12-07,Wheel Alignment,130.0
S60239,C20024,2021-12-08,Wheel Alignment,321.0
S60240,C20024,2020-10-28,Suspension Check,336.0
S60241,C20024,2024-06-20,Brake Replacement,160.0
S119460,C39790,2022-11-14,Coolant Flush,137.0
S24102,C07964,2024-02-08,Major Service,247.0
S24104,C07964,2020-09-25,Brake Replacement,497.0
S123879,C41251,2025-08-11,Transmission Check,350.0
S123882,C41251,2024-05-09,Coolant Flush,274.0
S23415,C07745,2022-08-30,Major Service,296.0
S141446,C47116,2022-12-11,Air Filter Replacement,214.0
S141447,C47116,2021-10-19,Major Service,243.0
S141445,C47116,2021-11-19,Air Filter Replacement,210.0
S107252,C35703,2023-02-23,Major Service,119.0
S107251,C35703,2023-01-17,Coolant Flush,80.0
S49073,C16277,2025-08-14,Wheel Alignment,392.0
S17045,C05655,2022-04-05,Battery Replacement,324.0
S31752,C10523,2024-02-04,Tire Replacement,186.0
S31755,C10523,2022-10-24,Wheel Alignment,421.0
S121628,C40515,2023-06-12,Clutch Replacement,482.0
S121627,C40515,2023-09-30,Wheel Alignment,261.0
S10102,C03345,2024-09-07,Suspension Check,353.0
S71146,C23647,2021-02-05,Tire Replacement,241.0
S59244,C19684,2025-06-29,Suspension Check,202.0
S59245,C19684,2021-07-02,Clutch Replacement,103.0
S59248,C19684,2023-08-14,Coolant Flush,226.0
S45355,C15025,2024-03-23,Tire Replacement,270.0
S45356,C15025,2020-12-01,Air Filter Replacement,144.0
S31628,C10481,2024-09-13,Transmission Check,263.0
S105932,C35256,2021-12-21,Air Filter Replacement,282.0
S105934,C35256,2023-05-28,Spark Plug Replacement,493.0
S72227,C24005,2023-02-17,Tire Replacement,73.0
S72225,C24005,2025-04-19,Major Service,163.0
S45678,C15133,2021-08-17,Air Filter Replacement,297.0
S53367,C17723,2022-04-15,Wheel Alignment,100.0
S66100,C21980,2023-06-15,Major Service,72.0
S52650,C17484,2021-05-18,Air Filter Replacement,221.0
S84834,C28198,2025-03-24,Major Service,287.0
S84835,C28198,2022-02-18,Major Service,359.0
S20008,C06634,2023-04-04,Spark Plug Replacement,62.0
S58409,C19379,2023-04-11,Suspension Check,411.0
S58412,C19379,2022-11-30,Coolant Flush,213.0
S58411,C19379,2024-01-14,Brake Replacement,410.0
S39577,C13121,2023-01-24,Air Filter Replacement,131.0
S39578,C13121,2025-08-25,Air Filter Replacement,368.0
S39576,C13121,2023-06-10,Coolant Flush,79.0
S17969,C05962,2024-03-11,Coolant Flush,430.0
S17968,C05962,2023-11-19,Brake Replacement,180.0
S17970,C05962,2020-10-01,Suspension Check,234.0
S13979,C04636,2024-07-17,Air Filter Replacement,270.0
S51501,C17113,2023-04-04,Tire Replacement,486.0
S51499,C17113,2024-08-11,Transmission Check,336.0
S51498,C17113,2024-06-21,Major Service,129.0
S13431,C04458,2025-07-09,Suspension Check,362.0
S36729,C12173,2024-05-30,Tire Replacement,369.0
S36726,C12173,2022-05-28,Oil Change,308.0
S36728,C12173,2025-06-14,Clutch Replacement,131.0
S44418,C14708,2025-04-03,Battery Replacement,384.0
S77766,C25815,2024-09-27,Wheel Alignment,236.0
S77762,C25815,2024-07-03,Wheel Alignment,283.0
S77765,C25815,2021-04-16,Wheel Alignment,460.0
S94788,C31530,2020-10-23,Air Filter Replacement,216.0
S94790,C31530,2021-08-07,Transmission Check,352.0
S08430,C02781,2025-02-24,Spark Plug Replacement,364.0
S08429,C02781,2025-02-14,Air Filter Replacement,236.0
S140574,C46817,2025-04-28,Transmission Check,486.0
S140575,C46817,2021-05-27,Oil Change,188.0
S140573,C46817,2020-10-11,Air Filter Replacement,268.0
S57251,C19008,2020-10-12,Coolant Flush,217.0
S42587,C14105,2022-12-03,Suspension Check,217.0
S42588,C14105,2024-11-07,Oil Change,353.0
S98767,C32868,2020-09-10,Battery Replacement,276.0
S98764,C32868,2025-05-18,Brake Replacement,294.0
S83566,C27768,2024-07-03,Transmission Check,319.0
S83565,C27768,2021-10-24,Major Service,440.0
S24864,C08224,2022-02-14,Major Service,90.0
S105367,C35077,2023-02-22,Clutch Replacement,316.0
S129292,C43044,2024-02-19,Suspension Check,143.0
S30754,C10184,2024-08-23,Spark Plug Replacement,177.0
S116642,C38839,2025-01-22,Battery Replacement,104.0
S116645,C38839,2024-05-20,Oil Change,145.0
S70232,C23339,2021-09-24,Tire Replacement,373.0
S70234,C23339,2025-05-14,Oil Change,387.0
S117191,C39022,2023-01-08,Wheel Alignment,385.0
S117190,C39022,2021-06-08,Suspension Check,403.0
S142231,C47382,2024-09-23,Battery Replacement,440.0
S09285,C03064,2021-02-05,Air Filter Replacement,210.0
S09283,C03064,2023-08-03,Coolant Flush,326.0
S09287,C03064,2023-03-23,Brake Replacement,437.0
S06418,C02116,2024-10-13,Battery Replacement,429.0
S06420,C02116,2024-07-07,Wheel Alignment,331.0
S06419,C02116,2021-03-07,Transmission Check,167.0
S38164,C12651,2021-01-29,Major Service,490.0
S38166,C12651,2024-01-22,Clutch Replacement,258.0
S23841,C07881,2022-01-13,Spark Plug Replacement,411.0
S23840,C07881,2024-08-10,Battery Replacement,81.0
S23842,C07881,2022-12-24,Battery Replacement,115.0
S101939,C33929,2022-04-10,Coolant Flush,435.0
S101937,C33929,2023-10-31,Battery Replacement,123.0
S101936,C33929,2025-06-12,Oil Change,97.0
S00737,C00249,2023-03-22,Battery Replacement,90.0
S00738,C00249,2024-11-15,Wheel Alignment,340.0
S90927,C30235,2022-07-19,Air Filter Replacement,215.0
S90929,C30235,2024-01-17,Spark Plug Replacement,354.0
S90928,C30235,2023-08-17,Suspension Check,94.0
S136845,C45577,2025-04-13,Clutch Replacement,301.0
S131541,C43811,2025-05-24,Coolant Flush,107.0
S76371,C25354,2024-01-21,Battery Replacement,195.0
S46865,C15540,2020-09-14,Brake Replacement,181.0
S46866,C15540,2023-05-06,Oil Change,469.0
S107824,C35896,2023-12-26,Spark Plug Replacement,171.0
S83824,C27852,2024-02-23,Wheel Alignment,426.0
S42473,C14065,2022-07-08,Coolant Flush,374.0
S42470,C14065,2024-02-07,Tire Replacement,271.0
S42471,C14065,2021-11-22,Major Service,66.0
S15777,C05232,2025-06-19,Battery Replacement,305.0
S15778,C05232,2023-09-19,Battery Replacement,443.0
S08091,C02669,2022-09-06,Suspension Check,374.0
S08093,C02669,2022-12-04,Transmission Check,283.0
S08090,C02669,2023-12-11,Tire Replacement,486.0
S91005,C30260,2024-07-19,Air Filter Replacement,404.0
S91004,C30260,2021-09-25,Battery Replacement,355.0
S06238,C02054,2021-11-11,Brake Replacement,294.0
S06236,C02054,2023-08-10,Wheel Alignment,336.0
S103536,C34461,2025-07-24,Air Filter Replacement,427.0
S94803,C31537,2024-08-29,Tire Replacement,328.0
S94802,C31537,2020-09-27,Air Filter Replacement,265.0
S96289,C32028,2021-01-09,Transmission Check,230.0
S96287,C32028,2024-02-16,Wheel Alignment,405.0
S96290,C32028,2025-03-10,Battery Replacement,185.0
S117108,C38997,2021-12-12,Oil Change,267.0
S117110,C38997,2025-04-12,Tire Replacement,119.0
S117107,C38997,2022-10-07,Air Filter Replacement,352.0
S133998,C44628,2025-07-30,Suspension Check,432.0
S134001,C44628,2022-09-05,Spark Plug Replacement,458.0
S134000,C44628,2022-11-30,Transmission Check,70.0
S67666,C22478,2022-10-04,Suspension Check,187.0
S135303,C45063,2022-07-07,Wheel Alignment,364.0
S118936,C39623,2023-10-30,Transmission Check,98.0
S118935,C39623,2023-04-28,Battery Replacement,364.0
S43447,C14385,2024-01-31,Major Service,432.0
S105057,C34974,2021-02-28,Air Filter Replacement,472.0
S46859,C15538,2025-01-12,Suspension Check,98.0
S46860,C15538,2024-03-21,Transmission Check,145.0
S124182,C41355,2020-12-05,Coolant Flush,118.0
S124183,C41355,2024-10-14,Tire Replacement,236.0
S124185,C41355,2024-04-18,Battery Replacement,207.0
S126965,C42276,2023-12-25,Coolant Flush,239.0
S126967,C42276,2020-09-20,Major Service,446.0
S126966,C42276,2025-02-01,Spark Plug Replacement,116.0
S49916,C16574,2024-08-02,Wheel Alignment,395.0
S49918,C16574,2022-05-03,Battery Replacement,79.0
S120248,C40059,2024-07-30,Brake Replacement,56.0
S95529,C31774,2024-12-16,Major Service,158.0
S117945,C39279,2020-11-16,Wheel Alignment,72.0
S117946,C39279,2024-11-07,Major Service,279.0
S117942,C39279,2024-02-09,Transmission Check,472.0
S134745,C44876,2024-05-25,Oil Change,58.0
S134744,C44876,2021-03-16,Clutch Replacement,348.0
S97868,C32566,2025-04-04,Oil Change,365.0
S135639,C45177,2023-04-18,Battery Replacement,132.0
S26364,C08714,2024-03-23,Wheel Alignment,478.0
S26361,C08714,2022-08-31,Clutch Replacement,274.0
S68494,C22753,2022-01-09,Coolant Flush,484.0
S68493,C22753,2025-01-24,Suspension Check,269.0
S68495,C22753,2020-10-27,Major Service,445.0
S48763,C16175,2024-05-06,Coolant Flush,342.0
S48764,C16175,2024-12-16,Major Service,437.0
S59774,C19873,2020-10-15,Major Service,485.0
S59773,C19873,2021-12-30,Wheel Alignment,142.0
S81305,C26993,2025-09-01,Transmission Check,197.0
S81303,C26993,2022-08-25,Air Filter Replacement,187.0
S81307,C26993,2021-06-18,Air Filter Replacement,125.0
S97522,C32454,2023-05-05,Oil Change,223.0
S37077,C12287,2022-12-16,Major Service,376.0
S37075,C12287,2020-12-13,Major Service,264.0
S37076,C12287,2024-02-20,Major Service,271.0
S51058,C16963,2024-03-29,Brake Replacement,323.0
S136509,C45469,2022-08-22,Spark Plug Replacement,162.0
S66351,C22061,2022-07-03,Major Service,415.0
S120574,C40164,2024-09-20,Major Service,469.0
S120575,C40164,2022-04-20,Suspension Check,195.0
S120573,C40164,2021-09-29,Air Filter Replacement,235.0
S25211,C08344,2021-10-14,Coolant Flush,239.0
S17965,C05961,2025-05-30,Spark Plug Replacement,89.0
S17963,C05961,2024-03-12,Major Service,88.0
S104879,C34913,2021-05-06,Suspension Check,286.0
S104880,C34913,2024-02-18,Brake Replacement,337.0
S104881,C34913,2025-01-05,Major Service,317.0
S11596,C03854,2020-11-19,Coolant Flush,205.0
S26441,C08742,2024-11-24,Air Filter Replacement,104.0
S26442,C08742,2022-12-17,Brake Replacement,159.0
S69490,C23095,2023-07-01,Clutch Replacement,148.0
S69491,C23095,2020-10-09,Suspension Check,375.0
S118380,C39434,2024-07-08,Transmission Check,430.0
S137678,C45853,2021-02-12,Transmission Check,369.0
S137679,C45853,2020-12-28,Suspension Check,471.0
S131800,C43892,2024-04-30,Spark Plug Replacement,298.0
S02182,C00724,2025-04-06,Clutch Replacement,84.0
S02181,C00724,2021-05-03,Battery Replacement,334.0
S37191,C12325,2021-03-01,Oil Change,399.0
S91232,C30340,2021-07-26,Tire Replacement,113.0
S74511,C24749,2021-02-20,Wheel Alignment,164.0
S74508,C24749,2024-07-27,Coolant Flush,230.0
S74510,C24749,2023-04-30,Transmission Check,96.0
S15580,C05173,2023-05-28,Spark Plug Replacement,324.0
S15581,C05173,2022-01-17,Clutch Replacement,492.0
S87010,C28923,2025-08-15,Transmission Check,165.0
S87008,C28923,2021-02-02,Major Service,131.0
S87009,C28923,2024-04-25,Battery Replacement,157.0
S52950,C17589,2021-01-02,Oil Change,207.0
S126225,C42033,2020-10-15,Suspension Check,338.0
S137144,C45671,2023-11-24,Oil Change,243.0
S115408,C38428,2023-06-04,Transmission Check,447.0
S115407,C38428,2021-09-23,Major Service,310.0
S115405,C38428,2023-12-08,Oil Change,437.0
S141732,C47215,2023-12-16,Major Service,160.0
S68569,C22781,2023-07-24,Wheel Alignment,180.0
S122611,C40831,2022-12-02,Transmission Check,245.0
S123373,C41078,2022-04-01,Clutch Replacement,427.0
S123371,C41078,2023-05-10,Major Service,366.0
S126006,C41962,2024-12-18,Major Service,122.0
S138216,C46030,2022-04-22,Oil Change,175.0
S138214,C46030,2025-07-11,Suspension Check,462.0
S39728,C13175,2022-01-31,Air Filter Replacement,387.0
S39729,C13175,2025-03-21,Air Filter Replacement,387.0
S91202,C30326,2025-06-17,Oil Change,153.0
S65802,C21881,2024-08-04,Oil Change,436.0
S65799,C21881,2023-08-29,Spark Plug Replacement,382.0
S15290,C05079,2022-05-18,Wheel Alignment,367.0
S51134,C16988,2022-12-28,Transmission Check,408.0
S129412,C43085,2023-04-12,Oil Change,484.0
S72403,C24061,2024-12-17,Battery Replacement,135.0
S72404,C24061,2023-10-16,Coolant Flush,346.0
S72402,C24061,2024-06-19,Transmission Check,85.0
S86780,C28846,2025-06-06,Tire Replacement,394.0
S105487,C35118,2025-04-06,Battery Replacement,439.0
S105486,C35118,2025-02-02,Tire Replacement,420.0
S58564,C19432,2025-04-30,Suspension Check,151.0
S58562,C19432,2024-07-05,Transmission Check,491.0
S58563,C19432,2022-12-18,Battery Replacement,133.0
S64165,C21325,2021-09-27,Major Service,180.0
S64166,C21325,2023-10-03,Spark Plug Replacement,114.0
S94103,C31303,2022-05-13,Major Service,142.0
S42580,C14101,2023-02-05,Tire Replacement,138.0
S42581,C14101,2022-08-14,Suspension Check,468.0
S11375,C03778,2022-01-28,Wheel Alignment,449.0
S14977,C04975,2021-04-27,Spark Plug Replacement,419.0
S01265,C00432,2025-08-16,Air Filter Replacement,197.0
S01268,C00432,2021-09-23,Tire Replacement,474.0
S01266,C00432,2024-06-16,Spark Plug Replacement,437.0
S105016,C34961,2021-03-11,Coolant Flush,333.0
S147553,C49174,2020-09-28,Wheel Alignment,481.0
S147555,C49174,2023-03-29,Major Service,416.0
