CarID,Manufacturer,Model,Engine size,Features,Fuel_Type,Year_of_Manufacturing,Mileage,Price,DealerName,DealerCity,Latitude,Longitude,ServiceID,Date_of_Service,ServiceType,Cost_of_Service,AccidentID,Date_of_Accident,Description,Cost_of_Repair,Severity
C30841,Toyota,Prius,1.8,Air Conditioning,Hybrid,2007,73184,15440,Hancock PLC,Watford,51.122801,0.608684,S92717,19/11/2022,Brake Replacement,408,A46319,17/08/2023,Rear quarter panel dent,1840,Moderate
C30841,Toyota,Prius,1.8,Heated Seats,Hybrid,2007,73184,15440,Hancock PLC,Watford,51.122801,0.608684,S92717,19/11/2022,Brake Replacement,408,A46319,17/08/2023,Rear quarter panel dent,1840,Moderate
C30841,Toyota,Prius,1.8,Air Conditioning,Hybrid,2007,73184,15440,Hancock PLC,Watford,51.122801,0.608684,S92717,19/11/2022,Brake Replacement,408,A46320,06/02/2023,Minor parking lot accident,1335,Moderate
C30841,Toyota,Prius,1.8,Heated Seats,Hybrid,2007,73184,15440,Hancock PLC,Watford,51.122801,0.608684,S92717,19/11/2022,Brake Replacement,408,A46320,06/02/2023,Minor parking lot accident,1335,Moderate
C30841,Toyota,Prius,1.8,Air Conditioning,Hybrid,2007,73184,15440,Hancock PLC,Watford,51.122801,0.608684,S92714,13/09/2023,Brake Replacement,295,A46319,17/08/2023,Rear quarter panel dent,1840,Moderate
C30841,Toyota,Prius,1.8,Heated Seats,Hybrid,2007,73184,15440,Hancock PLC,Watford,51.122801,0.608684,S92714,13/09/2023,Brake Replacement,295,A46319,17/08/2023,Rear quarter panel dent,1840,Moderate
C30841,Toyota,Prius,1.8,Air Conditioning,Hybrid,2007,73184,15440,Hancock PLC,Watford,51.122801,0.608684,S92714,13/09/2023,Brake Replacement,295,A46320,06/02/2023,Minor parking lot accident,1335,Moderate
C30841,Toyota,Prius,1.8,Heated Seats,Hybrid,2007,73184,15440,Hancock PLC,Watford,51.122801,0.608684,S92714,13/09/2023,Brake Replacement,295,A46320,06/02/2023,Minor parking lot accident,1335,Moderate
C22859,Toyota,RAV4,1.8,Bluetooth,Petrol,2022,7201,61009,"Hawkins, Stark and Campos",Durham,50.910592,-1.08633,S68780,26/02/2024,Oil Change,472,A34296,16/05/2025,Side mirror broken,1333,Minor
C22859,Toyota,RAV4,1.8,Bluetooth,Petrol,2022,7201,61009,"Hawkins, Stark and Campos",Durham,50.910592,-1.08633,S68780,26/02/2024,Oil Change,472,A34297,04/12/2024,Collision with pole,3559,Major
C22859,Toyota,RAV4,1.8,Bluetooth,Petrol,2022,7201,61009,"Hawkins, Stark and Campos",Durham,50.910592,-1.08633,S68780,26/02/2024,Oil Change,472,A34298,12/05/2025,Collision with pole,671,Moderate
C02497,Ford,Fiesta,1.2,Sunroof,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07574,08/06/2024,Wheel Alignment,461,A03637,24/10/2023,Parking lot scrape,2548,Moderate
C02497,Ford,Fiesta,1.2,Cruise Control,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07574,08/06/2024,Wheel Alignment,461,A03637,24/10/2023,Parking lot scrape,2548,Moderate
C02497,Ford,Fiesta,1.2,Air Conditioning,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07574,08/06/2024,Wheel Alignment,461,A03637,24/10/2023,Parking lot scrape,2548,Moderate
C02497,Ford,Fiesta,1.2,Sunroof,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07574,08/06/2024,Wheel Alignment,461,A03638,06/08/2021,Side panel scratch,911,Major
C02497,Ford,Fiesta,1.2,Cruise Control,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07574,08/06/2024,Wheel Alignment,461,A03638,06/08/2021,Side panel scratch,911,Major
C02497,Ford,Fiesta,1.2,Air Conditioning,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07574,08/06/2024,Wheel Alignment,461,A03638,06/08/2021,Side panel scratch,911,Major
C02497,Ford,Fiesta,1.2,Sunroof,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07574,08/06/2024,Wheel Alignment,461,A03639,02/02/2021,Front bumper scrape,4745,Major
C02497,Ford,Fiesta,1.2,Cruise Control,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07574,08/06/2024,Wheel Alignment,461,A03639,02/02/2021,Front bumper scrape,4745,Major
C02497,Ford,Fiesta,1.2,Air Conditioning,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07574,08/06/2024,Wheel Alignment,461,A03639,02/02/2021,Front bumper scrape,4745,Major
C02497,Ford,Fiesta,1.2,Sunroof,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07572,08/06/2021,Oil Change,240,A03637,24/10/2023,Parking lot scrape,2548,Moderate
C02497,Ford,Fiesta,1.2,Cruise Control,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07572,08/06/2021,Oil Change,240,A03637,24/10/2023,Parking lot scrape,2548,Moderate
C02497,Ford,Fiesta,1.2,Air Conditioning,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07572,08/06/2021,Oil Change,240,A03637,24/10/2023,Parking lot scrape,2548,Moderate
C02497,Ford,Fiesta,1.2,Sunroof,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07572,08/06/2021,Oil Change,240,A03638,06/08/2021,Side panel scratch,911,Major
C02497,Ford,Fiesta,1.2,Cruise Control,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07572,08/06/2021,Oil Change,240,A03638,06/08/2021,Side panel scratch,911,Major
C02497,Ford,Fiesta,1.2,Air Conditioning,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07572,08/06/2021,Oil Change,240,A03638,06/08/2021,Side panel scratch,911,Major
C02497,Ford,Fiesta,1.2,Sunroof,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07572,08/06/2021,Oil Change,240,A03639,02/02/2021,Front bumper scrape,4745,Major
C02497,Ford,Fiesta,1.2,Cruise Control,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07572,08/06/2021,Oil Change,240,A03639,02/02/2021,Front bumper scrape,4745,Major
C02497,Ford,Fiesta,1.2,Air Conditioning,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07572,08/06/2021,Oil Change,240,A03639,02/02/2021,Front bumper scrape,4745,Major
C02497,Ford,Fiesta,1.2,Sunroof,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07573,15/12/2021,Transmission Check,401,A03637,24/10/2023,Parking lot scrape,2548,Moderate
C02497,Ford,Fiesta,1.2,Cruise Control,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07573,15/12/2021,Transmission Check,401,A03637,24/10/2023,Parking lot scrape,2548,Moderate
C02497,Ford,Fiesta,1.2,Air Conditioning,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07573,15/12/2021,Transmission Check,401,A03637,24/10/2023,Parking lot scrape,2548,Moderate
C02497,Ford,Fiesta,1.2,Sunroof,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07573,15/12/2021,Transmission Check,401,A03638,06/08/2021,Side panel scratch,911,Major
C02497,Ford,Fiesta,1.2,Cruise Control,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07573,15/12/2021,Transmission Check,401,A03638,06/08/2021,Side panel scratch,911,Major
C02497,Ford,Fiesta,1.2,Air Conditioning,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07573,15/12/2021,Transmission Check,401,A03638,06/08/2021,Side panel scratch,911,Major
C02497,Ford,Fiesta,1.2,Sunroof,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07573,15/12/2021,Transmission Check,401,A03639,02/02/2021,Front bumper scrape,4745,Major
C02497,Ford,Fiesta,1.2,Cruise Control,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07573,15/12/2021,Transmission Check,401,A03639,02/02/2021,Front bumper scrape,4745,Major
C02497,Ford,Fiesta,1.2,Air Conditioning,Petrol,1989,305950,290,Smith Ltd,Exeter,52.362571,-0.749279,S07573,15/12/2021,Transmission Check,401,A03639,02/02/2021,Front bumper scrape,4745,Major
C43265,VW,Passat,1.4,Heated Seats,Diesel,2022,8316,48191,Vasquez-Murphy,Watford,51.343937,0.610865,S129954,07/02/2022,Clutch Replacement,329,A65156,22/08/2022,Front bumper scrape,902,Severe
C43265,VW,Passat,1.4,Cruise Control,Diesel,2022,8316,48191,Vasquez-Murphy,Watford,51.343937,0.610865,S129954,07/02/2022,Clutch Replacement,329,A65156,22/08/2022,Front bumper scrape,902,Severe
C43265,VW,Passat,1.4,Navigation,Diesel,2022,8316,48191,Vasquez-Murphy,Watford,51.343937,0.610865,S129954,07/02/2022,Clutch Replacement,329,A65156,22/08/2022,Front bumper scrape,902,Severe
C43265,VW,Passat,1.4,Sunroof,Diesel,2022,8316,48191,Vasquez-Murphy,Watford,51.343937,0.610865,S129954,07/02/2022,Clutch Replacement,329,A65156,22/08/2022,Front bumper scrape,902,Severe
C43265,VW,Passat,1.4,Heated Seats,Diesel,2022,8316,48191,Vasquez-Murphy,Watford,51.343937,0.610865,S129954,07/02/2022,Clutch Replacement,329,A65157,08/07/2024,Door dent from tight parking,3739,Moderate
C43265,VW,Passat,1.4,Cruise Control,Diesel,2022,8316,48191,Vasquez-Murphy,Watford,51.343937,0.610865,S129954,07/02/2022,Clutch Replacement,329,A65157,08/07/2024,Door dent from tight parking,3739,Moderate
C43265,VW,Passat,1.4,Navigation,Diesel,2022,8316,48191,Vasquez-Murphy,Watford,51.343937,0.610865,S129954,07/02/2022,Clutch Replacement,329,A65157,08/07/2024,Door dent from tight parking,3739,Moderate
C43265,VW,Passat,1.4,Sunroof,Diesel,2022,8316,48191,Vasquez-Murphy,Watford,51.343937,0.610865,S129954,07/02/2022,Clutch Replacement,329,A65157,08/07/2024,Door dent from tight parking,3739,Moderate
C38610,VW,Golf,1.8,Heated Seats,Petrol,2002,144427,4384,Aguilar LLC,Birmingham,53.921733,0.557778,S115949,07/06/2021,Tire Replacement,200,,,,,
C38610,VW,Golf,1.8,Bluetooth,Petrol,2002,144427,4384,Aguilar LLC,Birmingham,53.921733,0.557778,S115949,07/06/2021,Tire Replacement,200,,,,,
C38610,VW,Golf,1.8,Air Conditioning,Petrol,2002,144427,4384,Aguilar LLC,Birmingham,53.921733,0.557778,S115949,07/06/2021,Tire Replacement,200,,,,,
C38610,VW,Golf,1.8,Cruise Control,Petrol,2002,144427,4384,Aguilar LLC,Birmingham,53.921733,0.557778,S115949,07/06/2021,Tire Replacement,200,,,,,
C38610,VW,Golf,1.8,Heated Seats,Petrol,2002,144427,4384,Aguilar LLC,Birmingham,53.921733,0.557778,S115948,15/05/2021,Battery Replacement,99,,,,,
C38610,VW,Golf,1.8,Bluetooth,Petrol,2002,144427,4384,Aguilar LLC,Birmingham,53.921733,0.557778,S115948,15/05/2021,Battery Replacement,99,,,,,
C38610,VW,Golf,1.8,Air Conditioning,Petrol,2002,144427,4384,Aguilar LLC,Birmingham,53.921733,0.557778,S115948,15/05/2021,Battery Replacement,99,,,,,
C38610,VW,Golf,1.8,Cruise Control,Petrol,2002,144427,4384,Aguilar LLC,Birmingham,53.921733,0.557778,S115948,15/05/2021,Battery Replacement,99,,,,,
C15389,Ford,Fiesta,1.4,Sunroof,Petrol,1997,164180,1933,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S46442,23/02/2025,Oil Change,489,A23144,30/09/2022,Minor fender bender,2929,Moderate
C15389,Ford,Fiesta,1.4,Navigation,Petrol,1997,164180,1933,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S46442,23/02/2025,Oil Change,489,A23144,30/09/2022,Minor fender bender,2929,Moderate
C15389,Ford,Fiesta,1.4,Cruise Control,Petrol,1997,164180,1933,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S46442,23/02/2025,Oil Change,489,A23144,30/09/2022,Minor fender bender,2929,Moderate
C15389,Ford,Fiesta,1.4,Sunroof,Petrol,1997,164180,1933,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S46442,23/02/2025,Oil Change,489,A23145,14/11/2021,Minor fender bender,1032,Major
C15389,Ford,Fiesta,1.4,Navigation,Petrol,1997,164180,1933,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S46442,23/02/2025,Oil Change,489,A23145,14/11/2021,Minor fender bender,1032,Major
C15389,Ford,Fiesta,1.4,Cruise Control,Petrol,1997,164180,1933,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S46442,23/02/2025,Oil Change,489,A23145,14/11/2021,Minor fender bender,1032,Major
C15389,Ford,Fiesta,1.4,Sunroof,Petrol,1997,164180,1933,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S46442,23/02/2025,Oil Change,489,A23146,11/05/2024,Minor parking lot accident,3949,Severe
C15389,Ford,Fiesta,1.4,Navigation,Petrol,1997,164180,1933,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S46442,23/02/2025,Oil Change,489,A23146,11/05/2024,Minor parking lot accident,3949,Severe
C15389,Ford,Fiesta,1.4,Cruise Control,Petrol,1997,164180,1933,"Proctor, Villarreal and Hurley",Gloucester,53.713263,0.738007,S46442,23/02/2025,Oil Change,489,A23146,11/05/2024,Minor parking lot accident,3949,Severe
C11116,VW,Golf,1.4,Sunroof,Petrol,2014,57055,16279,Aguilar LLC,Birmingham,53.921733,0.557778,,,,,A16770,16/08/2022,Side swipe from passing vehicle,4686,Moderate
C11116,VW,Golf,1.4,Air Conditioning,Petrol,2014,57055,16279,Aguilar LLC,Birmingham,53.921733,0.557778,,,,,A16770,16/08/2022,Side swipe from passing vehicle,4686,Moderate
C11116,VW,Golf,1.4,Cruise Control,Petrol,2014,57055,16279,Aguilar LLC,Birmingham,53.921733,0.557778,,,,,A16770,16/08/2022,Side swipe from passing vehicle,4686,Moderate
C11116,VW,Golf,1.4,Bluetooth,Petrol,2014,57055,16279,Aguilar LLC,Birmingham,53.921733,0.557778,,,,,A16770,16/08/2022,Side swipe from passing vehicle,4686,Moderate
C11116,VW,Golf,1.4,Sunroof,Petrol,2014,57055,16279,Aguilar LLC,Birmingham,53.921733,0.557778,,,,,A16771,07/09/2021,Parking lot scrape,2376,Severe
C11116,VW,Golf,1.4,Air Conditioning,Petrol,2014,57055,16279,Aguilar LLC,Birmingham,53.921733,0.557778,,,,,A16771,07/09/2021,Parking lot scrape,2376,Severe
C11116,VW,Golf,1.4,Cruise Control,Petrol,2014,57055,16279,Aguilar LLC,Birmingham,53.921733,0.557778,,,,,A16771,07/09/2021,Parking lot scrape,2376,Severe
C11116,VW,Golf,1.4,Bluetooth,Petrol,2014,57055,16279,Aguilar LLC,Birmingham,53.921733,0.557778,,,,,A16771,07/09/2021,Parking lot scrape,2376,Severe
C11116,VW,Golf,1.4,Sunroof,Petrol,2014,57055,16279,Aguilar LLC,Birmingham,53.921733,0.557778,,,,,A16772,27/11/2023,Side panel scratch,1730,Severe
C11116,VW,Golf,1.4,Air Conditioning,Petrol,2014,57055,16279,Aguilar LLC,Birmingham,53.921733,0.557778,,,,,A16772,27/11/2023,Side panel scratch,1730,Severe
C11116,VW,Golf,1.4,Cruise Control,Petrol,2014,57055,16279,Aguilar LLC,Birmingham,53.921733,0.557778,,,,,A16772,27/11/2023,Side panel scratch,1730,Severe
C11116,VW,Golf,1.4,Bluetooth,Petrol,2014,57055,16279,Aguilar LLC,Birmingham,53.921733,0.557778,,,,,A16772,27/11/2023,Side panel scratch,1730,Severe
C33099,Toyota,Yaris,1,Navigation,Hybrid,1996,130437,2794,Day LLC,Stoke-on-Trent,54.069902,-2.752647,,,,,,,,,
C33099,Toyota,Yaris,1,Heated Seats,Hybrid,1996,130437,2794,Day LLC,Stoke-on-Trent,54.069902,-2.752647,,,,,,,,,
C33099,Toyota,Yaris,1,Air Conditioning,Hybrid,1996,130437,2794,Day LLC,Stoke-on-Trent,54.069902,-2.752647,,,,,,,,,
C10485,VW,Polo,2,Sunroof,Petrol,2011,76238,11826,Nelson-Miller,Belfast,53.159446,-2.528466,,,,,A15845,25/11/2021,Collision with pole,4234,Severe
C10485,VW,Polo,2,Bluetooth,Petrol,2011,76238,11826,Nelson-Miller,Belfast,53.159446,-2.528466,,,,,A15845,25/11/2021,Collision with pole,4234,Severe
C10485,VW,Polo,2,Cruise Control,Petrol,2011,76238,11826,Nelson-Miller,Belfast,53.159446,-2.528466,,,,,A15845,25/11/2021,Collision with pole,4234,Severe
C10485,VW,Polo,2,Sunroof,Petrol,2011,76238,11826,Nelson-Miller,Belfast,53.159446,-2.528466,,,,,A15846,17/11/2020,Minor fender bender,4540,Major
C10485,VW,Polo,2,Bluetooth,Petrol,2011,76238,11826,Nelson-Miller,Belfast,53.159446,-2.528466,,,,,A15846,17/11/2020,Minor fender bender,4540,Major
C10485,VW,Polo,2,Cruise Control,Petrol,2011,76238,11826,Nelson-Miller,Belfast,53.159446,-2.528466,,,,,A15846,17/11/2020,Minor fender bender,4540,Major
C10485,VW,Polo,2,Sunroof,Petrol,2011,76238,11826,Nelson-Miller,Belfast,53.159446,-2.528466,,,,,A15847,27/12/2024,Parking lot scrape,591,Minor
C10485,VW,Polo,2,Bluetooth,Petrol,2011,76238,11826,Nelson-Miller,Belfast,53.159446,-2.528466,,,,,A15847,27/12/2024,Parking lot scrape,591,Minor
C10485,VW,Polo,2,Cruise Control,Petrol,2011,76238,11826,Nelson-Miller,Belfast,53.159446,-2.528466,,,,,A15847,27/12/2024,Parking lot scrape,591,Minor
C44853,Ford,Fiesta,1.2,Navigation,Petrol,1997,152129,1977,Nelson-Miller,Belfast,53.159446,-2.528466,S134678,21/11/2022,Major Service,476,,,,,
C44853,Ford,Fiesta,1.2,Bluetooth,Petrol,1997,152129,1977,Nelson-Miller,Belfast,53.159446,-2.528466,S134678,21/11/2022,Major Service,476,,,,,
C44853,Ford,Fiesta,1.2,Sunroof,Petrol,1997,152129,1977,Nelson-Miller,Belfast,53.159446,-2.528466,S134678,21/11/2022,Major Service,476,,,,,
C44853,Ford,Fiesta,1.2,Heated Seats,Petrol,1997,152129,1977,Nelson-Miller,Belfast,53.159446,-2.528466,S134678,21/11/2022,Major Service,476,,,,,
C44853,Ford,Fiesta,1.2,Navigation,Petrol,1997,152129,1977,Nelson-Miller,Belfast,53.159446,-2.528466,S134676,07/10/2024,Brake Replacement,203,,,,,
C44853,Ford,Fiesta,1.2,Bluetooth,Petrol,1997,152129,1977,Nelson-Miller,Belfast,53.159446,-2.528466,S134676,07/10/2024,Brake Replacement,203,,,,,
C44853,Ford,Fiesta,1.2,Sunroof,Petrol,1997,152129,1977,Nelson-Miller,Belfast,53.159446,-2.528466,S134676,07/10/2024,Brake Replacement,203,,,,,
C44853,Ford,Fiesta,1.2,Heated Seats,Petrol,1997,152129,1977,Nelson-Miller,Belfast,53.159446,-2.528466,S134676,07/10/2024,Brake Replacement,203,,,,,
C47336,VW,Golf,2,Sunroof,Petrol,2018,27396,30386,Brown Inc,Plymouth,52.615955,-0.147326,S142102,14/10/2020,Suspension Check,233,A71177,31/05/2025,Rear quarter panel dent,4270,Minor
C47336,VW,Golf,2,Heated Seats,Petrol,2018,27396,30386,Brown Inc,Plymouth,52.615955,-0.147326,S142102,14/10/2020,Suspension Check,233,A71177,31/05/2025,Rear quarter panel dent,4270,Minor
C47336,VW,Golf,2,Sunroof,Petrol,2018,27396,30386,Brown Inc,Plymouth,52.615955,-0.147326,S142102,14/10/2020,Suspension Check,233,A71178,15/05/2021,Rear-end hit at traffic light,3329,Major
C47336,VW,Golf,2,Heated Seats,Petrol,2018,27396,30386,Brown Inc,Plymouth,52.615955,-0.147326,S142102,14/10/2020,Suspension Check,233,A71178,15/05/2021,Rear-end hit at traffic light,3329,Major
C47336,VW,Golf,2,Sunroof,Petrol,2018,27396,30386,Brown Inc,Plymouth,52.615955,-0.147326,S142102,14/10/2020,Suspension Check,233,A71179,20/08/2022,Damage from pothole incident,4246,Severe
C47336,VW,Golf,2,Heated Seats,Petrol,2018,27396,30386,Brown Inc,Plymouth,52.615955,-0.147326,S142102,14/10/2020,Suspension Check,233,A71179,20/08/2022,Damage from pothole incident,4246,Severe
C13596,Toyota,Yaris,1,Bluetooth,Hybrid,2002,81157,6006,Turner-Walton,Norwich,51.047234,-0.354412,S41022,01/12/2024,Clutch Replacement,468,A20478,19/05/2025,Scratched paint on rear bumper,193,Major
C32637,BMW,M5,4.4,Cruise Control,Petrol,1994,149109,9171,Cruz-Castro,Wolverhampton,51.880035,-2.303019,S98052,02/12/2024,Tire Replacement,263,A48996,12/10/2022,Side swipe from passing vehicle,4163,Severe
C32637,BMW,M5,4.4,Sunroof,Petrol,1994,149109,9171,Cruz-Castro,Wolverhampton,51.880035,-2.303019,S98052,02/12/2024,Tire Replacement,263,A48996,12/10/2022,Side swipe from passing vehicle,4163,Severe
C32637,BMW,M5,4.4,Air Conditioning,Petrol,1994,149109,9171,Cruz-Castro,Wolverhampton,51.880035,-2.303019,S98052,02/12/2024,Tire Replacement,263,A48996,12/10/2022,Side swipe from passing vehicle,4163,Severe
C32637,BMW,M5,4.4,Cruise Control,Petrol,1994,149109,9171,Cruz-Castro,Wolverhampton,51.880035,-2.303019,S98052,02/12/2024,Tire Replacement,263,A48997,20/10/2024,Minor parking lot accident,1228,Moderate
C32637,BMW,M5,4.4,Sunroof,Petrol,1994,149109,9171,Cruz-Castro,Wolverhampton,51.880035,-2.303019,S98052,02/12/2024,Tire Replacement,263,A48997,20/10/2024,Minor parking lot accident,1228,Moderate
C32637,BMW,M5,4.4,Air Conditioning,Petrol,1994,149109,9171,Cruz-Castro,Wolverhampton,51.880035,-2.303019,S98052,02/12/2024,Tire Replacement,263,A48997,20/10/2024,Minor parking lot accident,1228,Moderate
C32637,BMW,M5,4.4,Cruise Control,Petrol,1994,149109,9171,Cruz-Castro,Wolverhampton,51.880035,-2.303019,S98052,02/12/2024,Tire Replacement,263,A48998,31/07/2024,Rear quarter panel dent,3102,Moderate
C32637,BMW,M5,4.4,Sunroof,Petrol,1994,149109,9171,Cruz-Castro,Wolverhampton,51.880035,-2.303019,S98052,02/12/2024,Tire Replacement,263,A48998,31/07/2024,Rear quarter panel dent,3102,Moderate
C32637,BMW,M5,4.4,Air Conditioning,Petrol,1994,149109,9171,Cruz-Castro,Wolverhampton,51.880035,-2.303019,S98052,02/12/2024,Tire Replacement,263,A48998,31/07/2024,Rear quarter panel dent,3102,Moderate
C05776,VW,Polo,2,Heated Seats,Petrol,1994,196773,1467,Adams-Kelly,Belfast,54.545088,-2.034983,S17419,18/03/2022,Clutch Replacement,456,,,,,
C05776,VW,Polo,2,Air Conditioning,Petrol,1994,196773,1467,Adams-Kelly,Belfast,54.545088,-2.034983,S17419,18/03/2022,Clutch Replacement,456,,,,,
C05776,VW,Polo,2,Bluetooth,Petrol,1994,196773,1467,Adams-Kelly,Belfast,54.545088,-2.034983,S17419,18/03/2022,Clutch Replacement,456,,,,,
C05776,VW,Polo,2,Cruise Control,Petrol,1994,196773,1467,Adams-Kelly,Belfast,54.545088,-2.034983,S17419,18/03/2022,Clutch Replacement,456,,,,,
C05776,VW,Polo,2,Heated Seats,Petrol,1994,196773,1467,Adams-Kelly,Belfast,54.545088,-2.034983,S17420,06/02/2021,Clutch Replacement,124,,,,,
C05776,VW,Polo,2,Air Conditioning,Petrol,1994,196773,1467,Adams-Kelly,Belfast,54.545088,-2.034983,S17420,06/02/2021,Clutch Replacement,124,,,,,
C05776,VW,Polo,2,Bluetooth,Petrol,1994,196773,1467,Adams-Kelly,Belfast,54.545088,-2.034983,S17420,06/02/2021,Clutch Replacement,124,,,,,
C05776,VW,Polo,2,Cruise Control,Petrol,1994,196773,1467,Adams-Kelly,Belfast,54.545088,-2.034983,S17420,06/02/2021,Clutch Replacement,124,,,,,
C41701,VW,Passat,1.8,Bluetooth,Petrol,2000,104194,6533,Carr-Shaw,Woking,50.712268,-0.750035,,,,,A62738,16/08/2025,Door dent from tight parking,2448,Major
C41701,VW,Passat,1.8,Bluetooth,Petrol,2000,104194,6533,Carr-Shaw,Woking,50.712268,-0.750035,,,,,A62739,06/06/2024,Side mirror broken,2799,Moderate
C46643,Toyota,Yaris,1.4,Navigation,Hybrid,1986,167532,1254,Hancock PLC,Watford,51.122801,0.608684,,,,,,,,,
C46643,Toyota,Yaris,1.4,Cruise Control,Hybrid,1986,167532,1254,Hancock PLC,Watford,51.122801,0.608684,,,,,,,,,
C46643,Toyota,Yaris,1.4,Sunroof,Hybrid,1986,167532,1254,Hancock PLC,Watford,51.122801,0.608684,,,,,,,,,
C29499,BMW,M5,5,Navigation,Petrol,1988,259106,2486,Allen-Jones,Edinburgh,51.561646,0.126593,,,,,,,,,
C29499,BMW,M5,5,Bluetooth,Petrol,1988,259106,2486,Allen-Jones,Edinburgh,51.561646,0.126593,,,,,,,,,
C29499,BMW,M5,5,Cruise Control,Petrol,1988,259106,2486,Allen-Jones,Edinburgh,51.561646,0.126593,,,,,,,,,
C44763,Toyota,RAV4,2,Cruise Control,Petrol,2018,13968,47532,Brown Group,Bradford,53.35685,-2.446912,S134430,13/05/2022,Oil Change,178,,,,,
C44763,Toyota,RAV4,2,Navigation,Petrol,2018,13968,47532,Brown Group,Bradford,53.35685,-2.446912,S134430,13/05/2022,Oil Change,178,,,,,
C44763,Toyota,RAV4,2,Heated Seats,Petrol,2018,13968,47532,Brown Group,Bradford,53.35685,-2.446912,S134430,13/05/2022,Oil Change,178,,,,,
C14935,VW,Passat,2,Cruise Control,Diesel,1999,186143,3489,Macdonald Inc,Hull,52.499102,-2.33015,S45097,22/09/2022,Oil Change,319,A22497,13/06/2021,Side swipe from passing vehicle,1279,Minor
C14935,VW,Passat,2,Navigation,Diesel,1999,186143,3489,Macdonald Inc,Hull,52.499102,-2.33015,S45097,22/09/2022,Oil Change,319,A22497,13/06/2021,Side swipe from passing vehicle,1279,Minor
C14935,VW,Passat,2,Bluetooth,Diesel,1999,186143,3489,Macdonald Inc,Hull,52.499102,-2.33015,S45097,22/09/2022,Oil Change,319,A22497,13/06/2021,Side swipe from passing vehicle,1279,Minor
C14935,VW,Passat,2,Air Conditioning,Diesel,1999,186143,3489,Macdonald Inc,Hull,52.499102,-2.33015,S45097,22/09/2022,Oil Change,319,A22497,13/06/2021,Side swipe from passing vehicle,1279,Minor
C14935,VW,Passat,2,Cruise Control,Diesel,1999,186143,3489,Macdonald Inc,Hull,52.499102,-2.33015,S45097,22/09/2022,Oil Change,319,A22498,31/03/2021,Side panel scratch,924,Major
C14935,VW,Passat,2,Navigation,Diesel,1999,186143,3489,Macdonald Inc,Hull,52.499102,-2.33015,S45097,22/09/2022,Oil Change,319,A22498,31/03/2021,Side panel scratch,924,Major
C14935,VW,Passat,2,Bluetooth,Diesel,1999,186143,3489,Macdonald Inc,Hull,52.499102,-2.33015,S45097,22/09/2022,Oil Change,319,A22498,31/03/2021,Side panel scratch,924,Major
C14935,VW,Passat,2,Air Conditioning,Diesel,1999,186143,3489,Macdonald Inc,Hull,52.499102,-2.33015,S45097,22/09/2022,Oil Change,319,A22498,31/03/2021,Side panel scratch,924,Major
C45957,Toyota,Yaris,1,Heated Seats,Petrol,2007,106219,5835,Johnson-Turner,Milton Keynes,52.018756,0.17948,S137983,02/10/2020,Tire Replacement,292,,,,,
