car_id,manufacturer,model,engine_size,fuel_type,year_of_manufacturing,mileage,price,features,dealer_id
C22599,Ford,Focus,1.6,Petrol,1989,181183,1521,"Heated Seats, Navigation, Sunroof",D00004
C42517,Porsche,911,2.6,Petrol,1992,256707,2831,Air Conditioning,D00027
C34072,BMW,M5,5.0,Petrol,2007,113296,30834,"Cruise Control, Navigation",D00013
C47040,Ford,Focus,1.4,Petrol,1995,221372,1489,"Bluetooth, Cruise Control",D00044
C37895,Toyota,RAV4,2.4,Petrol,2006,116141,11992,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00011
C18327,Porsche,Cayenne,3.5,Diesel,2016,73956,51983,"Bluetooth, Heated Seats",D00044
C35566,Ford,Fiesta,1.4,Petrol,2007,75697,7411,"Heated Seats, Navigation, Sunroof",D00045
C18597,BMW,X3,3.0,Petrol,2008,130817,12986,"Air Conditioning, Sunroof",D00032
C44019,VW,Passat,1.8,Petrol,1990,228936,1183,"Heated Seats, Sunroof",D00004
C28853,Ford,Fiesta,1.0,Petrol,2006,74564,5905,"Air Conditioning, Cruise Control, Navigation",D00020
C05039,Toyota,Prius,1.0,Hybrid,2003,52504,10087,Heated Seats,D00010
C28823,Toyota,Yaris,1.0,Petrol,1989,269871,431,"Bluetooth, Heated Seats",D00034
C23788,VW,Golf,1.8,Diesel,2014,49958,20269,"Air Conditioning, Bluetooth, Cruise Control",D00007
C46906,Ford,Mondeo,1.4,Diesel,2012,81050,15040,"Air Conditioning, Heated Seats, Navigation",D00037
C29224,VW,Golf,2.0,Petrol,1991,175131,1719,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00049
C33532,VW,Golf,1.2,Petrol,2018,24902,23871,"Cruise Control, Heated Seats",D00029
C19410,Porsche,718 Cayman,2.4,Petrol,2007,69973,19518,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00038
C36194,Ford,Focus,1.4,Petrol,2011,54655,16111,Bluetooth,D00018
C44586,VW,Polo,2.0,Petrol,2015,44395,18967,Air Conditioning,D00044
C29687,VW,Golf,1.2,Petrol,1994,239742,917,Bluetooth,D00005
C04401,Toyota,Yaris,1.2,Hybrid,1995,122620,3043,Heated Seats,D00014
C29561,Toyota,Prius,1.0,Hybrid,2018,42891,29095,"Heated Seats, Navigation",D00020
C42633,Ford,Focus,2.0,Diesel,1999,102255,6554,"Air Conditioning, Bluetooth, Sunroof",D00049
C15999,VW,Polo,1.4,Petrol,1994,96552,2761,"Cruise Control, Sunroof",D00014
C25920,VW,Golf,1.4,Petrol,2018,42715,23237,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00029
C38097,Toyota,Yaris,1.4,Hybrid,1993,219239,1273,"Air Conditioning, Bluetooth, Navigation",D00049
C08673,Toyota,RAV4,2.0,Petrol,1998,62589,9386,"Bluetooth, Navigation",D00024
C36700,Ford,Focus,1.8,Petrol,2018,37714,32323,"Air Conditioning, Cruise Control",D00048
C46167,VW,Passat,1.4,Diesel,2016,44149,26382,"Bluetooth, Heated Seats",D00049
C40052,Ford,Focus,1.4,Diesel,2001,116912,5614,"Air Conditioning, Cruise Control",D00012
C28632,Toyota,RAV4,2.0,Hybrid,1995,193171,3349,Navigation,D00026
C03834,Toyota,Prius,1.8,Hybrid,2014,49042,28792,"Cruise Control, Navigation, Sunroof",D00031
C22020,VW,Golf,2.0,Petrol,1999,122693,4494,Cruise Control,D00028
C49428,VW,Passat,2.0,Diesel,1992,121094,3733,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00009
C10060,Toyota,Prius,1.4,Hybrid,2007,70850,13832,Cruise Control,D00026
C36530,Ford,Mondeo,1.6,Diesel,2001,130162,5367,"Bluetooth, Sunroof",D00004
C18833,Toyota,Prius,1.4,Hybrid,1985,306583,430,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00004
C47780,VW,Polo,1.2,Petrol,2012,89881,8904,Sunroof,D00023
C38747,Ford,Mondeo,2.0,Diesel,2012,103935,15260,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00009
C35244,VW,Polo,1.6,Petrol,1998,164814,2255,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00009
C35418,Ford,Focus,1.6,Petrol,2004,77006,9322,"Cruise Control, Navigation",D00017
C27946,BMW,Z4,2.2,Petrol,1999,61568,9581,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00010
C30292,Toyota,RAV4,2.0,Hybrid,2018,25387,53573,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00013
C01285,Ford,Fiesta,1.4,Petrol,1997,127330,2606,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00001
C15533,Toyota,RAV4,2.2,Hybrid,2001,125705,9171,"Navigation, Sunroof",D00016
C46284,Ford,Fiesta,1.0,Petrol,2004,125094,3574,"Bluetooth, Sunroof",D00037
C26892,VW,Passat,1.6,Diesel,1995,161483,2948,"Air Conditioning, Sunroof",D00042
C36067,VW,Passat,2.0,Diesel,1999,53595,9575,"Bluetooth, Heated Seats, Navigation",D00010
C11948,Toyota,RAV4,1.8,Hybrid,1991,158062,3282,"Heated Seats, Navigation, Sunroof",D00046
C18651,VW,Golf,1.2,Diesel,2003,143253,4056,"Bluetooth, Cruise Control, Navigation",D00002
C45148,Toyota,Prius,1.4,Hybrid,2000,155884,4569,"Bluetooth, Cruise Control, Navigation, Sunroof",D00046
C01024,VW,Golf,1.6,Petrol,2005,155998,4592,"Air Conditioning, Cruise Control, Navigation",D00004
C17542,VW,Passat,2.0,Diesel,2004,91497,10353,"Cruise Control, Navigation",D00037
C34367,Toyota,RAV4,1.8,Hybrid,2009,73127,20744,"Air Conditioning, Sunroof",D00016
C32623,Ford,Mondeo,1.6,Hybrid,2015,14453,33832,"Bluetooth, Cruise Control, Navigation",D00045
C34337,VW,Polo,2.0,Diesel,2011,77542,12307,Cruise Control,D00047
C07276,Toyota,Yaris,1.2,Petrol,2012,62702,12091,"Cruise Control, Sunroof",D00023
C23983,Toyota,Prius,1.4,Hybrid,2006,118676,9171,Navigation,D00034
C44486,BMW,M5,4.4,Petrol,2007,134283,24583,Cruise Control,D00004
C20808,Ford,Focus,2.0,Diesel,2012,61573,20675,"Bluetooth, Navigation, Sunroof",D00017
C38768,Porsche,718 Cayman,2.0,Petrol,1993,198877,2541,Bluetooth,D00030
C46142,VW,Golf,1.2,Petrol,2016,49507,18060,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00038
C26626,VW,Passat,1.8,Petrol,1986,355814,272,Bluetooth,D00046
C42068,VW,Golf,1.8,Petrol,2004,75194,8408,"Air Conditioning, Navigation, Sunroof",D00043
C06198,VW,Passat,1.8,Diesel,2020,25421,43587,Sunroof,D00036
C48228,Toyota,RAV4,2.0,Petrol,2000,73373,9984,"Air Conditioning, Heated Seats, Sunroof",D00006
C26508,Toyota,Prius,1.0,Hybrid,1998,100488,5211,"Air Conditioning, Bluetooth, Heated Seats",D00016
C15084,VW,Golf,1.4,Hybrid,2022,5702,44793,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00002
C10891,Toyota,Prius,1.8,Hybrid,2016,37863,35208,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00012
C43641,Toyota,Yaris,1.2,Hybrid,2018,54123,22870,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00050
C04161,Toyota,Yaris,1.4,Hybrid,1995,280764,824,"Cruise Control, Navigation",D00008
C19470,VW,Passat,1.8,Petrol,1989,223535,1162,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00015
C32271,Ford,Fiesta,1.0,Petrol,2017,31130,16154,"Air Conditioning, Bluetooth, Heated Seats",D00030
C37559,VW,Passat,1.6,Petrol,1996,111169,4478,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00016
C40989,Toyota,Yaris,1.4,Hybrid,2017,34661,26018,"Bluetooth, Cruise Control",D00036
C18143,Porsche,718 Cayman,4.0,Petrol,2000,124508,10643,Air Conditioning,D00016
C45203,VW,Passat,1.6,Diesel,2004,79102,10100,"Cruise Control, Heated Seats, Navigation, Sunroof",D00003
C02634,VW,Golf,1.4,Petrol,2012,81053,12143,Bluetooth,D00013
C26125,Ford,Mondeo,1.4,Diesel,2018,27222,31520,"Air Conditioning, Sunroof",D00013
C32214,BMW,Z4,3.0,Petrol,2010,82647,20215,"Cruise Control, Heated Seats, Sunroof",D00009
C34406,VW,Passat,2.0,Diesel,2010,58431,19331,Navigation,D00030
C09138,Toyota,RAV4,2.0,Hybrid,2021,9820,71215,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00050
C31373,Toyota,Prius,1.8,Hybrid,2015,68243,27205,Sunroof,D00040
C11901,BMW,Z4,2.0,Petrol,2014,18730,32092,Navigation,D00034
C04179,VW,Passat,1.4,Diesel,1999,174932,3214,Air Conditioning,D00027
C44059,Porsche,718 Cayman,4.0,Petrol,2020,15504,83326,"Air Conditioning, Bluetooth",D00005
C20925,Ford,Fiesta,1.0,Petrol,2005,146141,3231,"Navigation, Sunroof",D00031
C32987,VW,Passat,1.4,Diesel,1994,107398,3959,"Air Conditioning, Bluetooth, Heated Seats",D00011
C00551,Toyota,RAV4,2.2,Hybrid,2016,28810,48228,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00004
C43000,Porsche,911,3.5,Petrol,2008,56241,48609,Cruise Control,D00048
C41262,Toyota,Yaris,1.0,Hybrid,2016,43075,19565,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00047
C45855,BMW,M5,4.0,Petrol,1993,268508,2842,"Heated Seats, Sunroof",D00027
C39404,BMW,Z4,3.0,Petrol,2000,137194,6898,"Air Conditioning, Bluetooth",D00027
C47794,Toyota,Prius,1.4,Hybrid,1992,156145,2675,"Bluetooth, Heated Seats, Navigation",D00048
C11464,Ford,Fiesta,1.4,Petrol,2009,73475,8597,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00050
C37093,Ford,Focus,1.4,Diesel,2015,30383,25578,"Bluetooth, Navigation, Sunroof",D00019
C20296,VW,Polo,1.6,Petrol,1999,139855,2958,Heated Seats,D00048
C34464,VW,Golf,1.6,Petrol,1988,301832,396,"Cruise Control, Heated Seats, Navigation, Sunroof",D00020
C28812,Ford,Fiesta,1.0,Petrol,2009,115503,5369,"Bluetooth, Cruise Control, Navigation",D00036
C29384,Toyota,Yaris,1.0,Hybrid,1989,213416,868,"Bluetooth, Navigation",D00003
C13425,VW,Polo,1.0,Petrol,2018,26024,18246,"Bluetooth, Heated Seats, Navigation",D00050
C04950,VW,Golf,1.4,Petrol,2004,155236,4044,"Bluetooth, Heated Seats, Navigation",D00044
C18731,Ford,Mondeo,1.6,Diesel,2007,65415,12804,"Bluetooth, Cruise Control, Navigation",D00016
C03317,Toyota,RAV4,2.0,Petrol,1990,61467,5546,"Air Conditioning, Bluetooth, Cruise Control",D00016
C31665,BMW,M5,4.4,Petrol,2009,142111,26386,"Air Conditioning, Cruise Control, Navigation",D00040
C37318,Toyota,Prius,1.8,Hybrid,2010,94403,16263,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00050
C21580,Ford,Mondeo,1.4,Diesel,1996,245377,1331,"Heated Seats, Navigation, Sunroof",D00042
C25923,BMW,X3,3.0,Diesel,2001,195286,4992,"Air Conditioning, Cruise Control, Sunroof",D00027
C41242,BMW,X3,2.0,Diesel,2004,78989,12510,Heated Seats,D00032
C13463,Ford,Mondeo,1.8,Hybrid,1991,219422,1565,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00015
C48502,VW,Passat,1.8,Diesel,2018,20164,39280,"Bluetooth, Cruise Control, Sunroof",D00027
C43224,VW,Passat,1.8,Petrol,2016,33499,30357,"Air Conditioning, Bluetooth",D00012
C47156,VW,Golf,1.2,Petrol,1999,90558,4420,"Bluetooth, Heated Seats, Sunroof",D00022
C29353,Ford,Focus,2.0,Petrol,2004,145931,6210,Air Conditioning,D00040
C06238,Ford,Fiesta,1.2,Petrol,2007,155786,3738,"Bluetooth, Sunroof",D00017
C31909,BMW,Z4,2.2,Petrol,2020,19735,49938,Heated Seats,D00037
C13465,BMW,X3,3.0,Diesel,2006,68238,18827,"Air Conditioning, Navigation, Sunroof",D00018
C03525,Ford,Focus,1.4,Petrol,1985,315674,316,Heated Seats,D00017
C40672,Ford,Mondeo,1.4,Diesel,2011,61488,16044,"Air Conditioning, Heated Seats, Navigation",D00047
C11154,VW,Passat,2.0,Diesel,2011,76656,18313,Navigation,D00028
C48287,Ford,Fiesta,1.4,Petrol,2014,18979,16755,Cruise Control,D00030
C44602,Ford,Mondeo,2.0,Diesel,2018,37910,35407,"Air Conditioning, Heated Seats, Sunroof",D00016
C24589,Toyota,Yaris,1.2,Hybrid,1995,159882,2255,"Cruise Control, Heated Seats",D00021
C42053,Toyota,RAV4,2.2,Hybrid,1998,96127,9378,"Air Conditioning, Cruise Control, Navigation",D00018
C30095,BMW,X3,3.0,Diesel,2009,67404,23124,"Air Conditioning, Navigation, Sunroof",D00035
C29958,Toyota,Prius,1.8,Hybrid,2003,79482,11329,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00036
C41219,Ford,Mondeo,1.4,Diesel,2007,58239,12549,Sunroof,D00018
C10344,Toyota,RAV4,2.0,Hybrid,2020,15249,64728,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00012
C41794,Toyota,Prius,1.4,Hybrid,2021,9426,50797,Heated Seats,D00022
C41583,VW,Polo,1.4,Petrol,2006,43402,8761,Navigation,D00039
C10843,Ford,Fiesta,1.2,Petrol,2009,82674,7472,"Bluetooth, Heated Seats, Sunroof",D00015
C43607,Ford,Fiesta,1.0,Petrol,2012,73981,8844,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00025
C03720,Ford,Mondeo,1.8,Hybrid,1995,155411,3557,"Bluetooth, Cruise Control, Navigation, Sunroof",D00035
C06356,Ford,Focus,1.0,Petrol,2010,58679,12415,"Bluetooth, Cruise Control, Navigation, Sunroof",D00014
C06522,Toyota,Yaris,1.4,Petrol,2005,100356,6309,"Bluetooth, Heated Seats, Sunroof",D00003
C09289,Toyota,RAV4,2.2,Hybrid,2017,34325,49935,"Air Conditioning, Cruise Control, Heated Seats",D00002
C45562,VW,Passat,1.6,Diesel,2006,88214,10830,"Heated Seats, Sunroof",D00002
C33316,Porsche,718 Cayman,2.4,Petrol,2002,136223,8591,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00030
C18399,BMW,Z4,2.4,Petrol,1995,132393,4592,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00031
C02285,Toyota,RAV4,2.0,Hybrid,1987,250374,1173,Cruise Control,D00050
C49852,VW,Golf,1.6,Diesel,1996,168443,2385,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00019
C34997,Ford,Mondeo,1.6,Diesel,2016,47416,26166,"Bluetooth, Cruise Control",D00047
C40966,Ford,Fiesta,1.2,Petrol,2008,103644,6014,"Cruise Control, Sunroof",D00003
C03504,Toyota,RAV4,2.0,Hybrid,1995,152620,4725,"Bluetooth, Cruise Control",D00014
C12713,Toyota,RAV4,1.8,Hybrid,2020,6239,64391,"Bluetooth, Navigation",D00034
C49875,VW,Golf,2.0,Diesel,1997,217595,1856,"Air Conditioning, Bluetooth, Sunroof",D00047
C28797,Toyota,Prius,1.0,Hybrid,1994,23757,6566,Cruise Control,D00032
C35542,VW,Passat,1.4,Petrol,2009,89633,11666,"Bluetooth, Cruise Control, Navigation, Sunroof",D00037
C31610,Ford,Fiesta,1.2,Petrol,2014,41508,13628,"Bluetooth, Heated Seats, Sunroof",D00025
C24140,VW,Golf,1.8,Petrol,2006,135600,6144,Bluetooth,D00026
C41457,VW,Golf,1.2,Petrol,1996,144894,2390,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00044
C27573,Ford,Fiesta,1.2,Petrol,2007,134546,4439,Sunroof,D00043
C26181,BMW,X3,2.0,Petrol,2000,146062,5506,"Cruise Control, Navigation",D00036
C10253,VW,Golf,1.4,Petrol,2001,158881,3212,"Air Conditioning, Cruise Control",D00002
C44409,VW,Passat,2.0,Petrol,1996,151701,3638,"Cruise Control, Heated Seats",D00006
C19887,Toyota,RAV4,2.4,Hybrid,2021,7912,78793,"Bluetooth, Cruise Control, Navigation, Sunroof",D00022
C34706,Porsche,718 Cayman,2.0,Petrol,2020,21868,56906,"Air Conditioning, Heated Seats, Navigation",D00023
C32332,VW,Polo,1.2,Petrol,2016,36840,16433,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00015
C03288,Toyota,RAV4,2.0,Petrol,2016,30451,37961,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00048
C08662,Toyota,Prius,1.4,Hybrid,2012,62326,20423,"Air Conditioning, Heated Seats, Navigation",D00018
C05395,Porsche,Cayenne,2.6,Petrol,2014,20303,51943,"Bluetooth, Heated Seats, Navigation, Sunroof",D00049
C31014,Toyota,Yaris,1.2,Petrol,2010,44865,11842,"Bluetooth, Sunroof",D00004
C10830,Ford,Focus,1.0,Petrol,2009,84822,9744,Air Conditioning,D00025
C04160,Toyota,Yaris,1.0,Hybrid,1992,240460,830,"Air Conditioning, Bluetooth",D00025
C01241,Toyota,Yaris,1.2,Petrol,1997,205741,1447,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00028
C38050,Ford,Fiesta,1.4,Petrol,2020,20154,24836,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00030
C00268,VW,Golf,1.2,Hybrid,2000,168963,3069,"Air Conditioning, Heated Seats, Navigation",D00050
C46234,Toyota,Prius,1.8,Hybrid,1996,130832,4858,Heated Seats,D00044
C23455,Ford,Fiesta,1.0,Diesel,2007,90133,5948,Sunroof,D00018
C30682,Toyota,RAV4,2.0,Hybrid,2007,122861,13336,"Air Conditioning, Navigation",D00045
C48636,BMW,M5,4.4,Petrol,2008,64841,43577,Navigation,D00017
C08092,VW,Polo,1.0,Petrol,2011,73613,8512,"Cruise Control, Sunroof",D00015
C36131,Ford,Mondeo,1.8,Diesel,2011,92230,14747,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00013
C12010,Toyota,Prius,1.4,Hybrid,2012,86436,17344,"Air Conditioning, Navigation",D00022
C39992,Ford,Fiesta,1.4,Petrol,2007,117461,5478,"Air Conditioning, Heated Seats, Sunroof",D00046
C36671,Toyota,Yaris,1.0,Hybrid,2001,33075,7638,Heated Seats,D00027
C07612,Ford,Focus,1.8,Diesel,2018,30241,35453,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00013
C15216,Ford,Fiesta,1.4,Petrol,2015,20518,17760,"Bluetooth, Cruise Control, Navigation",D00023
C19491,VW,Golf,1.6,Petrol,2006,31241,11945,"Cruise Control, Navigation",D00032
C06544,Toyota,Prius,1.0,Hybrid,2003,79251,8457,"Air Conditioning, Navigation, Sunroof",D00008
C18398,Ford,Fiesta,1.2,Petrol,2003,124092,3691,"Heated Seats, Navigation",D00036
C33260,Toyota,Prius,1.4,Hybrid,1996,132097,4242,"Bluetooth, Cruise Control",D00001
C06861,Ford,Focus,1.4,Diesel,1998,157703,3320,"Bluetooth, Cruise Control, Sunroof",D00031
C39946,Toyota,Prius,1.0,Hybrid,2021,15409,41589,"Heated Seats, Sunroof",D00031
C43871,Ford,Mondeo,1.8,Hybrid,1996,127039,4777,Air Conditioning,D00040
C21246,Toyota,Yaris,1.4,Petrol,2010,71733,10766,"Cruise Control, Heated Seats",D00023
C18912,Ford,Fiesta,1.0,Petrol,2014,46976,12033,"Cruise Control, Heated Seats, Navigation, Sunroof",D00031
C21481,Toyota,RAV4,2.2,Petrol,2012,87834,21087,"Bluetooth, Cruise Control, Heated Seats",D00032
C27502,Porsche,718 Cayman,4.0,Petrol,1996,127469,7966,"Bluetooth, Cruise Control",D00048
C10251,Ford,Focus,1.8,Petrol,2006,141192,6994,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00042
C37319,Porsche,911,3.0,Petrol,1994,143707,9360,Bluetooth,D00041
C31295,Ford,Fiesta,1.0,Petrol,2012,104046,7147,"Bluetooth, Heated Seats, Navigation",D00033
C48038,VW,Golf,1.6,Diesel,2004,81184,7989,Heated Seats,D00047
C25274,VW,Passat,1.4,Diesel,1993,57582,5235,Sunroof,D00042
C38944,Toyota,Yaris,1.4,Hybrid,2016,50748,22082,Sunroof,D00044
C14066,Ford,Focus,1.6,Diesel,2010,67647,15552,"Air Conditioning, Sunroof",D00014
C18552,Toyota,Yaris,1.4,Hybrid,2018,16618,30790,"Air Conditioning, Cruise Control, Heated Seats",D00021
C29206,Porsche,911,2.6,Petrol,2004,58077,31714,Bluetooth,D00043
C40794,Toyota,Yaris,1.0,Hybrid,2005,142209,4635,"Heated Seats, Sunroof",D00031
C24096,VW,Golf,1.4,Diesel,2016,55454,19731,"Air Conditioning, Cruise Control, Sunroof",D00050
C09399,VW,Passat,1.8,Diesel,2002,75286,9624,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00040
C45520,VW,Golf,1.6,Petrol,2018,49553,23821,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00027
C39784,Toyota,Prius,1.8,Hybrid,2014,45337,29456,Air Conditioning,D00002
C36307,VW,Polo,1.2,Petrol,1997,138677,2263,"Air Conditioning, Cruise Control, Navigation",D00047
C20249,VW,Passat,1.6,Diesel,2016,41804,28607,Sunroof,D00011
C39967,Ford,Mondeo,2.0,Petrol,1994,158646,2846,Bluetooth,D00010
C46350,Toyota,Yaris,1.2,Hybrid,2018,27120,26893,"Heated Seats, Sunroof",D00047
C42239,Toyota,RAV4,1.8,Hybrid,2011,95916,20211,Heated Seats,D00020
C20880,Ford,Mondeo,2.0,Diesel,2008,111352,11059,"Air Conditioning, Bluetooth, Navigation",D00008
C09563,Toyota,RAV4,2.4,Petrol,2011,88083,20568,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00036
C41721,BMW,X3,3.0,Diesel,1987,159789,2659,"Bluetooth, Heated Seats, Sunroof",D00027
C07081,VW,Polo,1.4,Petrol,1990,192860,973,"Navigation, Sunroof",D00048
C15872,Toyota,RAV4,2.0,Hybrid,2006,97497,15091,"Cruise Control, Sunroof",D00009
C12336,VW,Passat,2.0,Diesel,2003,221204,3341,Sunroof,D00033
C32617,VW,Polo,1.6,Petrol,2007,65480,8707,"Air Conditioning, Sunroof",D00050
C36110,VW,Golf,1.4,Hybrid,1999,148561,3673,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00025
C26611,Toyota,Prius,1.4,Hybrid,1999,79841,7633,"Bluetooth, Navigation",D00031
C25045,BMW,Z4,2.0,Petrol,2004,144756,6919,"Air Conditioning, Bluetooth, Cruise Control",D00016
C11668,VW,Golf,1.2,Hybrid,2003,151589,4331,Sunroof,D00049
C29519,Ford,Fiesta,1.2,Petrol,2017,56615,15156,"Air Conditioning, Heated Seats",D00008
C04030,Ford,Mondeo,1.8,Diesel,2004,141667,6344,Bluetooth,D00013
C16270,BMW,Z4,3.0,Petrol,1993,160391,3580,Cruise Control,D00028
C26760,Toyota,Prius,1.8,Hybrid,1996,167029,3616,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00023
C17724,BMW,Z4,3.0,Petrol,2013,51366,30364,"Air Conditioning, Heated Seats",D00003
C48743,VW,Golf,2.0,Petrol,1994,194192,1781,"Bluetooth, Cruise Control",D00005
C11000,Toyota,Yaris,1.4,Hybrid,1993,210921,1372,"Air Conditioning, Bluetooth, Cruise Control",D00033
C36775,BMW,Z4,2.0,Petrol,1993,135826,3570,"Bluetooth, Cruise Control",D00041
C42056,VW,Golf,1.8,Petrol,1997,188726,2165,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00027
C39222,Toyota,RAV4,2.2,Hybrid,2017,18539,54599,"Air Conditioning, Sunroof",D00033
C49414,Toyota,Prius,1.0,Hybrid,2006,155671,5771,Navigation,D00010
C17296,BMW,Z4,2.2,Petrol,2000,152357,5224,"Bluetooth, Cruise Control, Sunroof",D00015
C33671,Ford,Fiesta,1.4,Petrol,2005,110027,5072,Cruise Control,D00021
C31738,Ford,Mondeo,1.8,Hybrid,2003,139721,6890,"Heated Seats, Navigation",D00030
C16425,VW,Polo,2.0,Petrol,2005,79200,7767,"Cruise Control, Heated Seats, Sunroof",D00035
C36727,VW,Golf,1.2,Diesel,1994,246580,904,"Bluetooth, Navigation",D00015
C19461,Toyota,RAV4,2.0,Petrol,2011,82811,19484,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00016
C49782,Porsche,718 Cayman,2.0,Petrol,2019,17275,54594,"Navigation, Sunroof",D00006
C39932,Toyota,RAV4,2.0,Hybrid,1990,139122,3777,Heated Seats,D00004
C15364,VW,Golf,1.8,Petrol,2014,99238,13824,"Air Conditioning, Bluetooth, Heated Seats",D00020
C10952,Toyota,RAV4,2.4,Petrol,2012,45103,29198,"Air Conditioning, Heated Seats",D00032
C46803,BMW,X3,3.0,Diesel,2016,38238,44298,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00011
C20605,VW,Polo,1.6,Petrol,2007,142369,4942,Navigation,D00016
C21105,Ford,Mondeo,1.6,Diesel,2006,97692,9577,"Cruise Control, Heated Seats, Sunroof",D00012
C25014,Toyota,RAV4,2.4,Hybrid,2011,65347,28827,Bluetooth,D00029
C02150,Toyota,Yaris,1.2,Petrol,1996,187415,1590,"Bluetooth, Cruise Control, Heated Seats",D00015
C16667,Ford,Fiesta,1.0,Petrol,1996,185524,1274,"Bluetooth, Heated Seats, Sunroof",D00041
C33566,Toyota,Prius,1.4,Hybrid,2014,57618,24056,"Heated Seats, Navigation, Sunroof",D00032
C35159,VW,Polo,2.0,Petrol,2011,68459,12462,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00028
C17225,Toyota,RAV4,1.8,Hybrid,2004,131902,9651,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00029
C34752,BMW,M5,4.4,Petrol,2011,78466,48570,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00018
C02375,VW,Golf,1.2,Petrol,2019,23976,25649,"Air Conditioning, Bluetooth, Sunroof",D00041
C29067,Ford,Fiesta,1.2,Petrol,2000,94104,3782,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00006
C43248,Toyota,Prius,1.0,Hybrid,2008,118993,8835,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00019
C17727,VW,Polo,2.0,Petrol,2017,8921,26492,"Cruise Control, Sunroof",D00007
C02098,VW,Passat,1.6,Petrol,2012,66246,17882,"Bluetooth, Heated Seats, Navigation, Sunroof",D00006
C34436,VW,Passat,1.6,Diesel,2016,41612,28640,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00039
C24865,Ford,Focus,1.6,Hybrid,1988,149481,2228,"Air Conditioning, Bluetooth",D00020
C45118,Toyota,Prius,1.0,Hybrid,2007,103534,9285,"Bluetooth, Navigation, Sunroof",D00015
C15976,VW,Passat,1.8,Petrol,1990,181046,1808,"Cruise Control, Heated Seats, Sunroof",D00026
C10038,Toyota,RAV4,2.0,Hybrid,1999,157042,5948,"Heated Seats, Sunroof",D00019
C04765,Ford,Mondeo,1.6,Petrol,1995,178454,2302,Sunroof,D00007
C01411,Ford,Fiesta,1.4,Petrol,2008,25238,10848,Cruise Control,D00038
C20178,Porsche,718 Cayman,2.4,Petrol,2020,22120,62250,"Bluetooth, Cruise Control, Navigation, Sunroof",D00017
C19059,VW,Passat,1.8,Diesel,1997,103618,5640,"Air Conditioning, Navigation",D00021
C34221,Ford,Focus,1.0,Petrol,2011,49942,14025,"Bluetooth, Heated Seats, Navigation, Sunroof",D00036
C10008,VW,Golf,1.6,Petrol,1997,172856,2339,Navigation,D00006
