AccidentID,CarID,Date_of_Accident,Description,Cost_of_Repair,Severity
A73594,C48912,2021-04-26,Scratched paint on rear bumper,4461.0,Severe
A73595,C48912,2024-06-03,Parking lot scrape,2858.0,Major
A25771,C17169,2025-02-20,Collision with pole,1253.0,Moderate
A20803,C13817,2021-04-28,Head-on collision,3441.0,Severe
A20804,C13817,2021-09-20,Damage from pothole incident,1407.0,Severe
A41447,C27556,2024-05-15,Scratched paint on rear bumper,4301.0,Moderate
A35625,C23721,2023-11-26,Door dent from tight parking,3245.0,Minor
A35626,C23721,2024-08-08,Fender scratch from curb,4733.0,Major
A35627,C23721,2023-12-23,Head-on collision,3384.0,Moderate
A39389,C26188,2020-12-06,Rear bumper collision,767.0,Minor
A39390,C26188,2021-02-22,Accident on slippery road,3566.0,Moderate
A01924,C01338,2020-12-27,Rear quarter panel dent,4316.0,Minor
A01925,C01338,2025-05-26,Windshield damage,4311.0,Moderate
A74186,C49307,2021-10-21,Windshield damage,3574.0,Severe
A73997,C49180,2025-02-15,Tire puncture during accident,414.0,Minor
A73998,C49180,2025-03-28,Fender scratch from curb,1290.0,Severe
A36525,C24335,2022-05-21,Scratched paint on rear bumper,857.0,Minor
A36526,C24335,2022-06-21,Minor collision at roundabout,2379.0,Minor
A36527,C24335,2022-06-27,Tire puncture during accident,4229.0,Severe
A18481,C12251,2023-09-01,Hood dent from minor crash,4591.0,Moderate
A67245,C44694,2021-09-19,Front-end collision,2869.0,Major
A67246,C44694,2024-11-23,Hood dent from minor crash,4596.0,Moderate
A67247,C44694,2022-01-30,Side mirror broken,4062.0,Severe
A59969,C39844,2024-07-18,Minor parking lot accident,4005.0,Minor
A59970,C39844,2024-08-29,Damage from pothole incident,3759.0,Severe
A59971,C39844,2024-04-26,Head-on collision,4982.0,Severe
A54297,C36149,2023-06-08,Side panel scratch,2452.0,Severe
A54298,C36149,2023-10-22,Fender scratch from curb,1264.0,Major
A38522,C25622,2021-01-18,Door dent from tight parking,1674.0,Severe
A09898,C06595,2021-01-05,Collision with pole,2264.0,Major
A09899,C06595,2024-01-03,Head-on collision,3835.0,Minor
A09900,C06595,2021-02-17,Rear bumper collision,3620.0,Moderate
A02273,C01597,2021-11-12,Front-end collision,4464.0,Moderate
A02274,C01597,2025-06-13,Windshield damage,2435.0,Major
A11231,C07476,2023-02-07,Rear bumper collision,908.0,Moderate
A11232,C07476,2023-08-29,Front bumper scrape,694.0,Moderate
A11233,C07476,2024-02-15,Parking lot scrape,4477.0,Severe
A67535,C44908,2024-06-27,Tire puncture during accident,1200.0,Moderate
A67536,C44908,2022-05-10,Damage from pothole incident,887.0,Severe
A69361,C46134,2021-03-14,Hood dent from minor crash,4655.0,Major
A69362,C46134,2020-12-04,Collision with pole,1234.0,Major
A26875,C17897,2021-08-09,Rear-end hit at traffic light,4052.0,Moderate
A26876,C17897,2025-02-23,Rear-end hit at traffic light,2218.0,Minor
A06002,C04022,2024-08-18,Scratched paint on rear bumper,3738.0,Major
A06003,C04022,2021-01-14,Side swipe from passing vehicle,4427.0,Major
A06004,C04022,2021-10-08,Fender scratch from curb,4370.0,Severe
A01385,C00952,2023-04-06,Rear-end hit at traffic light,2096.0,Minor
A02069,C01447,2021-05-13,Minor fender bender,3791.0,Minor
A02070,C01447,2023-09-11,Minor collision at roundabout,1859.0,Severe
A02071,C01447,2021-12-02,Front bumper scrape,449.0,Minor
A23935,C15918,2023-05-11,Door dent from tight parking,4644.0,Major
A23936,C15918,2022-04-11,Head-on collision,949.0,Severe
A18774,C12442,2022-02-02,Windshield damage,4951.0,Minor
A18775,C12442,2023-08-29,Collision with pole,4815.0,Moderate
A18776,C12442,2024-07-22,Parking lot scrape,4802.0,Minor
A45535,C30328,2022-07-02,Rear bumper collision,1501.0,Major
A45536,C30328,2023-01-28,Rear quarter panel dent,2626.0,Major
A06267,C04228,2023-06-04,Side swipe from passing vehicle,710.0,Major
A58142,C38677,2025-06-08,Head-on collision,4278.0,Minor
A58143,C38677,2021-12-30,Minor parking lot accident,4320.0,Severe
A03179,C02181,2025-08-28,Front-end collision,1179.0,Severe
A03180,C02181,2021-05-30,Scratched paint on rear bumper,2963.0,Moderate
A40744,C27085,2024-08-18,Hood dent from minor crash,2104.0,Severe
A40745,C27085,2023-10-01,Parking lot scrape,3731.0,Severe
A40746,C27085,2024-11-30,Side swipe from passing vehicle,2061.0,Severe
A42174,C28042,2024-01-26,Head-on collision,4193.0,Moderate
A42175,C28042,2025-02-16,Tire puncture during accident,1671.0,Moderate
A42176,C28042,2024-11-16,Fender scratch from curb,1720.0,Minor
A26964,C17965,2025-08-04,Minor fender bender,3597.0,Severe
A26965,C17965,2024-12-05,Accident on slippery road,1694.0,Minor
A26966,C17965,2021-06-25,Side mirror broken,4268.0,Minor
A10893,C07250,2024-12-14,Hood dent from minor crash,2373.0,Severe
A10894,C07250,2021-12-18,Hood dent from minor crash,1153.0,Moderate
A10895,C07251,2024-07-28,Head-on collision,3482.0,Minor
A10896,C07251,2023-12-05,Rear quarter panel dent,1643.0,Major
A10897,C07251,2023-07-13,Minor collision at roundabout,3963.0,Minor
A30704,C20443,2025-03-31,Parking lot scrape,2412.0,Minor
A30705,C20443,2022-03-02,Front bumper scrape,1968.0,Moderate
A66034,C43861,2023-03-10,Windshield damage,114.0,Moderate
A12676,C08399,2022-03-18,Rear quarter panel dent,274.0,Minor
A12677,C08399,2024-02-14,Door dent from tight parking,4923.0,Severe
A07366,C04956,2025-06-20,Side swipe from passing vehicle,2995.0,Moderate
A44449,C29578,2020-10-29,Head-on collision,3720.0,Severe
A44450,C29578,2023-12-26,Scratched paint on rear bumper,266.0,Severe
A44451,C29578,2022-01-26,Hood dent from minor crash,3248.0,Moderate
A51643,C34373,2025-07-24,Hood dent from minor crash,1229.0,Major
A51644,C34373,2022-04-26,Hood dent from minor crash,503.0,Severe
A47943,C31930,2021-02-22,Collision with pole,3438.0,Moderate
A47944,C31930,2022-12-10,Front-end collision,3560.0,Severe
A35233,C23456,2023-07-03,Rear quarter panel dent,2250.0,Moderate
A01134,C00780,2024-08-07,Windshield damage,3283.0,Major
A24799,C16511,2022-07-19,Minor parking lot accident,1831.0,Moderate
A24800,C16511,2023-06-26,Scratched paint on rear bumper,1384.0,Minor
A74466,C49496,2025-05-27,Fender scratch from curb,981.0,Major
A74467,C49496,2022-01-20,Door dent from tight parking,4602.0,Severe
A26198,C17456,2023-08-21,Damage from pothole incident,4004.0,Severe
A26199,C17456,2024-06-23,Rear bumper collision,2310.0,Severe
A45007,C29967,2020-10-20,Front-end collision,2216.0,Moderate
A57122,C38018,2021-07-31,Front bumper scrape,4519.0,Moderate
A57123,C38018,2020-10-29,Door dent from tight parking,4453.0,Major
A57124,C38018,2024-07-12,Scratched paint on rear bumper,2958.0,Major
A67977,C45200,2023-03-25,Minor fender bender,827.0,Major
A51040,C33978,2023-04-06,Side panel scratch,370.0,Minor
A51041,C33978,2022-02-10,Side panel scratch,1649.0,Major
A74897,C49807,2024-11-22,Front-end collision,4655.0,Major
A12787,C08476,2021-07-22,Tire puncture during accident,1767.0,Minor
A35110,C23377,2021-12-07,Rear-end hit at traffic light,1349.0,Major
A25270,C16850,2021-01-17,Scratched paint on rear bumper,4690.0,Minor
A25271,C16850,2024-04-13,Parking lot scrape,2851.0,Minor
A72194,C47986,2022-03-12,Door dent from tight parking,3386.0,Major
A72195,C47986,2025-08-29,Front bumper scrape,1794.0,Minor
A71036,C47250,2024-01-10,Side panel scratch,4967.0,Minor
A71037,C47250,2023-06-07,Side mirror broken,476.0,Minor
A57276,C38117,2021-08-04,Tire puncture during accident,2022.0,Moderate
A36011,C23993,2025-07-06,Front bumper scrape,2967.0,Moderate
A73233,C48677,2024-01-01,Parking lot scrape,4759.0,Major
A46712,C31118,2022-03-26,Scratched paint on rear bumper,4647.0,Severe
A46713,C31118,2021-04-12,Door dent from tight parking,953.0,Severe
A46714,C31118,2025-05-05,Side mirror broken,2617.0,Major
A15362,C10174,2022-03-30,Minor fender bender,4062.0,Minor
A73390,C48783,2021-05-25,Front bumper scrape,3624.0,Minor
A73391,C48783,2025-06-14,Head-on collision,4311.0,Minor
A73392,C48783,2020-11-11,Hood dent from minor crash,1978.0,Major
A53795,C35804,2023-02-22,Minor fender bender,372.0,Minor
A11716,C07794,2025-06-27,Hood dent from minor crash,102.0,Moderate
A57290,C38128,2021-03-13,Minor parking lot accident,4886.0,Severe
A57291,C38128,2022-08-22,Side panel scratch,1936.0,Moderate
A01431,C00978,2023-01-25,Tire puncture during accident,4364.0,Minor
A46969,C31278,2023-10-23,Rear quarter panel dent,575.0,Severe
A46970,C31278,2024-10-11,Side swipe from passing vehicle,2181.0,Moderate
A59131,C39317,2025-02-05,Minor parking lot accident,1531.0,Minor
A59132,C39317,2023-08-31,Tire puncture during accident,4664.0,Moderate
A59133,C39317,2023-08-25,Rear bumper collision,2245.0,Minor
A73855,C49079,2023-04-14,Head-on collision,1918.0,Major
A59116,C39309,2025-05-06,Side swipe from passing vehicle,3510.0,Major
A59117,C39309,2023-08-18,Minor collision at roundabout,2258.0,Major
A59118,C39309,2025-01-05,Fender scratch from curb,1500.0,Severe
A18892,C12526,2023-03-23,Rear-end hit at traffic light,4219.0,Minor
A18893,C12526,2020-12-04,Fender scratch from curb,3139.0,Major
A73427,C48802,2023-02-02,Rear bumper collision,4427.0,Major
A64600,C42901,2025-02-22,Front-end collision,1006.0,Major
A45518,C30320,2023-10-18,Scratched paint on rear bumper,3078.0,Minor
A45519,C30320,2021-01-20,Windshield damage,3720.0,Moderate
A45520,C30320,2024-12-17,Fender scratch from curb,448.0,Moderate
A43909,C29212,2025-03-02,Minor collision at roundabout,672.0,Minor
A43910,C29212,2022-12-16,Parking lot scrape,342.0,Moderate
A72678,C48300,2023-06-10,Rear quarter panel dent,882.0,Minor
A72679,C48300,2021-12-14,Collision with pole,2126.0,Minor
A72680,C48300,2023-03-01,Side mirror broken,1955.0,Severe
A03550,C02441,2022-12-28,Damage from pothole incident,3820.0,Major
A03551,C02441,2022-07-22,Side panel scratch,3707.0,Major
A15832,C10476,2025-01-25,Fender scratch from curb,4709.0,Severe
A15833,C10476,2025-01-09,Side mirror broken,1922.0,Severe
A15834,C10476,2022-10-10,Collision with pole,2511.0,Minor
A34468,C22966,2021-03-22,Side mirror broken,4064.0,Major
A20073,C13315,2022-11-21,Tire puncture during accident,3389.0,Minor
A20074,C13315,2021-03-25,Side mirror broken,642.0,Moderate
A20075,C13315,2023-05-15,Collision with pole,2686.0,Major
A45895,C30552,2022-10-19,Collision with pole,1164.0,Major
A45896,C30552,2022-02-11,Hood dent from minor crash,3739.0,Minor
A45897,C30552,2022-01-02,Rear bumper collision,2986.0,Major
A42574,C28321,2023-08-10,Minor fender bender,3339.0,Minor
A33557,C22350,2025-01-30,Windshield damage,716.0,Minor
A33558,C22350,2023-05-01,Front-end collision,2579.0,Minor
A33559,C22350,2022-02-07,Front-end collision,3510.0,Severe
A14445,C09592,2022-04-21,Side panel scratch,4674.0,Major
A14446,C09592,2023-09-18,Side panel scratch,3343.0,Severe
A23314,C15507,2021-06-22,Collision with pole,2932.0,Major
A50858,C33850,2020-12-18,Damage from pothole incident,4460.0,Minor
A30249,C20130,2024-05-04,Side mirror broken,3878.0,Major
A30250,C20130,2021-10-14,Side mirror broken,253.0,Severe
A25601,C17055,2025-07-31,Minor fender bender,4821.0,Minor
A25602,C17055,2025-05-30,Minor parking lot accident,982.0,Moderate
A25603,C17055,2021-05-19,Tire puncture during accident,1970.0,Moderate
A51117,C34032,2022-11-01,Minor fender bender,3494.0,Major
A51118,C34032,2023-02-25,Hood dent from minor crash,3494.0,Minor
A51891,C34540,2025-07-09,Tire puncture during accident,2639.0,Major
A51892,C34540,2022-01-09,Side swipe from passing vehicle,408.0,Moderate
A51893,C34540,2024-08-27,Minor collision at roundabout,4612.0,Minor
A60062,C39903,2025-05-25,Rear bumper collision,2822.0,Major
A60063,C39903,2023-05-24,Scratched paint on rear bumper,2330.0,Minor
A59371,C39469,2025-07-14,Minor collision at roundabout,4608.0,Moderate
A59372,C39469,2024-08-06,Side panel scratch,542.0,Severe
A59373,C39469,2022-11-21,Side panel scratch,741.0,Moderate
A66599,C44247,2022-08-12,Side mirror broken,3298.0,Major
A66600,C44247,2024-01-19,Tire puncture during accident,1265.0,Major
A66601,C44247,2020-12-05,Side mirror broken,2510.0,Moderate
A34966,C23288,2023-11-03,Accident on slippery road,2329.0,Major
A22547,C14967,2025-05-05,Door dent from tight parking,3916.0,Major
A36880,C24581,2023-04-11,Collision with pole,4394.0,Minor
A36881,C24581,2023-04-10,Side mirror broken,2766.0,Severe
A36882,C24581,2022-03-23,Windshield damage,2473.0,Minor
A71800,C47737,2025-01-16,Door dent from tight parking,4159.0,Minor
A16113,C10679,2023-12-11,Damage from pothole incident,4914.0,Severe
A50867,C33860,2020-12-08,Damage from pothole incident,1400.0,Major
A05592,C03762,2023-01-04,Minor parking lot accident,4050.0,Severe
A17262,C11452,2023-08-04,Rear quarter panel dent,513.0,Major
A00210,C00135,2025-08-04,Parking lot scrape,3943.0,Minor
A00211,C00135,2023-12-25,Side panel scratch,2572.0,Severe
A00212,C00135,2024-12-18,Damage from pothole incident,1341.0,Major
A03423,C02364,2022-01-09,Front bumper scrape,2835.0,Minor
A03424,C02364,2025-08-22,Door dent from tight parking,2261.0,Severe
A00357,C00242,2021-06-30,Parking lot scrape,4169.0,Minor
A00358,C00242,2024-09-11,Damage from pothole incident,766.0,Major
A00359,C00242,2025-05-14,Side panel scratch,4046.0,Major
A44677,C29734,2022-11-20,Front-end collision,2836.0,Minor
A44678,C29734,2023-07-20,Collision with pole,437.0,Minor
A49143,C32737,2023-07-20,Collision with pole,116.0,Major
A72113,C47936,2020-10-22,Door dent from tight parking,1179.0,Severe
A72114,C47936,2024-12-30,Scratched paint on rear bumper,4121.0,Major
A52478,C34944,2022-08-25,Door dent from tight parking,2398.0,Moderate
A52479,C34944,2023-05-27,Rear quarter panel dent,2355.0,Major
A07130,C04784,2022-10-20,Scratched paint on rear bumper,4568.0,Moderate
A74448,C49483,2022-05-05,Windshield damage,2902.0,Moderate
A74449,C49483,2022-05-27,Minor collision at roundabout,1935.0,Major
A74450,C49483,2023-08-28,Side panel scratch,772.0,Minor
A66379,C44099,2021-08-20,Rear-end hit at traffic light,4724.0,Severe
A73142,C48616,2025-03-16,Accident on slippery road,4152.0,Severe
A15340,C10160,2024-09-26,Side mirror broken,4243.0,Minor
A74846,C49772,2025-07-27,Door dent from tight parking,954.0,Minor
A22378,C14857,2024-08-30,Minor collision at roundabout,1990.0,Minor
A08998,C06026,2023-08-20,Windshield damage,2164.0,Minor
A08999,C06026,2024-03-11,Parking lot scrape,973.0,Minor
A33410,C22240,2023-02-07,Windshield damage,3987.0,Minor
A50744,C33779,2025-08-08,Minor parking lot accident,2537.0,Moderate
A50745,C33779,2023-05-08,Head-on collision,1815.0,Severe
A37061,C24696,2025-03-04,Damage from pothole incident,1235.0,Severe
A37062,C24696,2022-08-31,Front bumper scrape,2779.0,Severe
A37063,C24696,2023-11-07,Tire puncture during accident,3157.0,Moderate
A72045,C47901,2020-12-14,Hood dent from minor crash,4922.0,Moderate
A72046,C47901,2023-12-09,Minor parking lot accident,2681.0,Major
A72047,C47901,2022-11-30,Door dent from tight parking,2871.0,Moderate
A54054,C35982,2025-05-19,Front-end collision,3239.0,Major
A54055,C35982,2021-06-05,Minor collision at roundabout,548.0,Major
A54056,C35982,2021-02-04,Rear bumper collision,2511.0,Severe
A56412,C37537,2024-10-06,Side swipe from passing vehicle,4197.0,Severe
A47333,C31516,2022-07-10,Minor collision at roundabout,445.0,Moderate
A65465,C43492,2024-12-05,Side mirror broken,4524.0,Major
A39937,C26545,2021-10-27,Door dent from tight parking,3006.0,Severe
A42938,C28567,2024-03-14,Door dent from tight parking,4657.0,Minor
A48624,C32365,2025-05-27,Door dent from tight parking,1173.0,Major
A48625,C32365,2023-08-27,Door dent from tight parking,1643.0,Severe
A48626,C32365,2022-06-07,Accident on slippery road,1797.0,Major
A32309,C21529,2023-07-11,Front bumper scrape,2494.0,Minor
A32310,C21529,2022-09-08,Rear bumper collision,3190.0,Severe
A72272,C48042,2024-11-11,Rear-end hit at traffic light,2801.0,Moderate
A00787,C00539,2023-06-15,Front bumper scrape,2447.0,Major
A07248,C04880,2025-07-31,Hood dent from minor crash,4060.0,Severe
A07249,C04880,2022-10-22,Scratched paint on rear bumper,4975.0,Minor
A11371,C07579,2024-07-03,Rear bumper collision,214.0,Moderate
A11372,C07579,2022-01-29,Collision with pole,1627.0,Moderate
A11373,C07579,2024-06-03,Rear bumper collision,4846.0,Severe
A44377,C29533,2023-03-24,Head-on collision,737.0,Major
A44378,C29533,2022-03-12,Side swipe from passing vehicle,4207.0,Moderate
A44379,C29533,2022-10-06,Side swipe from passing vehicle,336.0,Moderate
A13809,C09170,2024-02-10,Head-on collision,849.0,Major
A13810,C09170,2023-12-01,Side mirror broken,4591.0,Minor
A13811,C09170,2021-03-31,Minor collision at roundabout,258.0,Major
A68782,C45754,2023-07-25,Front bumper scrape,1163.0,Major
A68783,C45754,2025-01-23,Minor parking lot accident,2500.0,Minor
A44586,C29668,2023-09-26,Rear bumper collision,4789.0,Moderate
A46620,C31036,2021-08-24,Front bumper scrape,567.0,Major
A46621,C31036,2022-11-26,Front bumper scrape,355.0,Major
A46622,C31036,2021-01-11,Collision with pole,432.0,Severe
A17398,C11544,2020-09-28,Damage from pothole incident,3185.0,Severe
A17399,C11544,2021-05-15,Rear bumper collision,4318.0,Severe
A17400,C11544,2024-11-28,Rear bumper collision,4768.0,Minor
A47454,C31595,2024-12-16,Side panel scratch,236.0,Severe
A41241,C27424,2024-09-27,Door dent from tight parking,2833.0,Major
A41242,C27424,2024-03-22,Side swipe from passing vehicle,4614.0,Severe
A73341,C48747,2023-05-15,Damage from pothole incident,3758.0,Minor
A73342,C48747,2022-06-25,Parking lot scrape,4042.0,Severe
A73343,C48747,2023-10-01,Rear bumper collision,3127.0,Major
A62323,C41423,2024-10-03,Windshield damage,1012.0,Major
A62324,C41423,2025-02-19,Minor collision at roundabout,964.0,Minor
A62325,C41423,2020-09-27,Minor collision at roundabout,1257.0,Moderate
A34078,C22711,2022-08-17,Front bumper scrape,471.0,Severe
A70549,C46922,2021-06-23,Accident on slippery road,4261.0,Moderate
A45773,C30490,2023-08-30,Damage from pothole incident,1595.0,Severe
A45774,C30490,2020-09-02,Windshield damage,2388.0,Severe
A45775,C30490,2020-11-09,Tire puncture during accident,284.0,Severe
A33398,C22231,2022-11-20,Parking lot scrape,640.0,Moderate
A33399,C22231,2023-06-27,Door dent from tight parking,613.0,Minor
A45503,C30311,2024-11-22,Parking lot scrape,2483.0,Severe
A45504,C30311,2023-02-02,Side mirror broken,3846.0,Major
A45505,C30311,2023-08-24,Front bumper scrape,179.0,Severe
A21860,C14495,2025-03-01,Side mirror broken,3400.0,Severe
A06554,C04400,2024-06-11,Side swipe from passing vehicle,4662.0,Severe
A06555,C04400,2023-11-18,Front-end collision,2589.0,Moderate
A06556,C04400,2024-07-05,Minor collision at roundabout,4768.0,Moderate
A71770,C47718,2022-04-25,Head-on collision,705.0,Major
A71771,C47718,2023-02-20,Accident on slippery road,1525.0,Major
A71772,C47718,2023-09-03,Door dent from tight parking,979.0,Major
A71450,C47511,2024-10-31,Side mirror broken,1437.0,Severe
A71451,C47511,2020-12-16,Minor fender bender,1985.0,Minor
A55584,C37016,2021-11-12,Hood dent from minor crash,3027.0,Minor
A38876,C25854,2022-12-10,Accident on slippery road,1344.0,Severe
A55472,C36942,2023-04-02,Side swipe from passing vehicle,4377.0,Moderate
A17553,C11659,2022-08-17,Minor parking lot accident,3820.0,Minor
A17554,C11659,2021-03-13,Rear bumper collision,497.0,Minor
A17555,C11659,2024-07-28,Parking lot scrape,356.0,Major
A63982,C42503,2022-01-22,Fender scratch from curb,2541.0,Moderate
A63983,C42503,2021-06-14,Minor collision at roundabout,451.0,Major
A63984,C42503,2022-10-17,Scratched paint on rear bumper,2420.0,Minor
A49346,C32867,2025-02-05,Rear bumper collision,3425.0,Major
A66780,C44382,2022-12-19,Parking lot scrape,407.0,Minor
A66781,C44382,2023-10-28,Collision with pole,309.0,Major
A30907,C20581,2022-12-02,Side swipe from passing vehicle,2918.0,Minor
A30908,C20581,2024-06-04,Front bumper scrape,1501.0,Severe
A30909,C20581,2022-12-20,Damage from pothole incident,1554.0,Severe
A03478,C02399,2025-04-01,Head-on collision,1351.0,Major
A03479,C02399,2023-04-15,Collision with pole,3091.0,Major
A18200,C12065,2021-07-27,Front bumper scrape,2044.0,Severe
A18201,C12065,2023-06-02,Rear quarter panel dent,2365.0,Moderate
A18202,C12065,2022-05-21,Rear-end hit at traffic light,2343.0,Severe
A06521,C04381,2025-04-22,Hood dent from minor crash,265.0,Minor
A06522,C04381,2023-02-17,Tire puncture during accident,4605.0,Severe
A22508,C14941,2024-11-26,Scratched paint on rear bumper,439.0,Moderate
A22509,C14941,2023-02-07,Minor fender bender,4377.0,Moderate
A52751,C35133,2022-11-02,Front bumper scrape,2486.0,Moderate
A52752,C35133,2025-01-04,Accident on slippery road,685.0,Severe
A20291,C13469,2021-11-24,Minor parking lot accident,3455.0,Major
A20292,C13469,2020-09-07,Windshield damage,4915.0,Moderate
A62135,C41305,2025-08-06,Accident on slippery road,1658.0,Minor
A21092,C14001,2024-01-26,Accident on slippery road,3219.0,Minor
A21093,C14001,2022-07-01,Door dent from tight parking,2049.0,Severe
A21094,C14001,2024-12-05,Rear-end hit at traffic light,4659.0,Severe
A57004,C37936,2020-09-18,Scratched paint on rear bumper,3372.0,Major
A21280,C14126,2020-11-25,Parking lot scrape,4268.0,Minor
A21281,C14126,2023-11-15,Side panel scratch,3730.0,Major
A21428,C14217,2025-08-29,Minor fender bender,1461.0,Moderate
A33797,C22519,2020-09-15,Parking lot scrape,118.0,Minor
A01696,C01190,2022-02-27,Scratched paint on rear bumper,1019.0,Minor
A24519,C16333,2025-01-15,Front bumper scrape,306.0,Moderate
A67318,C44754,2024-12-27,Rear bumper collision,2283.0,Moderate
A67319,C44754,2022-06-04,Accident on slippery road,2306.0,Major
A67320,C44754,2023-09-12,Side mirror broken,4595.0,Minor
A43926,C29222,2021-07-19,Scratched paint on rear bumper,1248.0,Severe
A43927,C29222,2020-09-26,Accident on slippery road,680.0,Minor
A74968,C49872,2022-10-09,Tire puncture during accident,732.0,Minor
A74969,C49872,2022-03-22,Rear quarter panel dent,3187.0,Major
A55764,C37127,2022-10-12,Rear-end hit at traffic light,4457.0,Major
A55765,C37127,2023-06-26,Hood dent from minor crash,2446.0,Moderate
A55766,C37127,2020-10-26,Side mirror broken,544.0,Severe
A27117,C18069,2024-03-03,Head-on collision,4519.0,Minor
A65988,C43830,2023-09-01,Minor collision at roundabout,1960.0,Major
A65989,C43830,2022-01-19,Side swipe from passing vehicle,3039.0,Minor
A38959,C25904,2024-02-15,Hood dent from minor crash,2761.0,Major
A22301,C14803,2020-12-25,Accident on slippery road,647.0,Moderate
A22302,C14803,2025-02-18,Minor parking lot accident,2814.0,Moderate
A25388,C16917,2023-07-29,Side swipe from passing vehicle,2248.0,Minor
A25389,C16917,2021-12-17,Head-on collision,963.0,Major
A25390,C16917,2020-10-12,Side mirror broken,312.0,Minor
A70099,C46625,2024-11-15,Fender scratch from curb,1242.0,Severe
A51882,C34534,2023-03-25,Door dent from tight parking,524.0,Major
A51883,C34534,2025-03-11,Minor fender bender,1301.0,Minor
A51884,C34534,2025-01-25,Front-end collision,4820.0,Major
A26970,C17968,2023-06-18,Rear bumper collision,1721.0,Severe
A00001,C00001,2024-06-06,Rear-end hit at traffic light,4100.0,Severe
A21016,C13947,2022-12-18,Collision with pole,4298.0,Major
A54889,C36540,2022-07-24,Side swipe from passing vehicle,2484.0,Moderate
A54890,C36540,2023-07-02,Fender scratch from curb,1264.0,Severe
A44513,C29623,2025-07-17,Minor collision at roundabout,634.0,Moderate
A44514,C29623,2021-01-09,Hood dent from minor crash,417.0,Minor
A44515,C29623,2022-01-16,Rear-end hit at traffic light,2314.0,Severe
A73980,C49161,2022-03-09,Side swipe from passing vehicle,2278.0,Severe
A73981,C49161,2024-11-10,Hood dent from minor crash,3757.0,Major
A73982,C49161,2021-01-03,Hood dent from minor crash,1500.0,Severe
A26106,C17399,2021-04-10,Side panel scratch,796.0,Moderate
A26107,C17399,2023-08-05,Scratched paint on rear bumper,2162.0,Major
A31904,C21255,2024-05-04,Minor fender bender,942.0,Moderate
A31905,C21255,2021-12-05,Front-end collision,1849.0,Major
A31906,C21255,2021-09-11,Side swipe from passing vehicle,1992.0,Minor
A43767,C29122,2022-03-17,Front-end collision,1917.0,Moderate
A43768,C29122,2025-04-25,Minor collision at roundabout,3570.0,Severe
A42854,C28510,2022-05-16,Rear bumper collision,1768.0,Severe
A42855,C28510,2024-05-18,Accident on slippery road,1151.0,Minor
A21869,C14501,2021-08-06,Head-on collision,2423.0,Minor
A21870,C14501,2021-05-15,Hood dent from minor crash,1692.0,Minor
A21871,C14501,2025-06-23,Side mirror broken,2013.0,Moderate
A70898,C47158,2025-04-14,Parking lot scrape,2315.0,Severe
A53690,C35739,2025-07-14,Collision with pole,4319.0,Moderate
A53691,C35739,2021-06-06,Damage from pothole incident,3972.0,Minor
A53692,C35739,2025-01-03,Minor collision at roundabout,642.0,Major
A42660,C28383,2025-02-10,Scratched paint on rear bumper,842.0,Major
A42661,C28383,2024-08-09,Front bumper scrape,703.0,Severe
A14935,C09903,2022-01-20,Minor parking lot accident,1546.0,Moderate
A41112,C27338,2022-01-26,Damage from pothole incident,2349.0,Major
A41113,C27338,2022-04-03,Damage from pothole incident,3968.0,Moderate
A41114,C27338,2021-04-13,Rear-end hit at traffic light,4001.0,Major
A65678,C43622,2021-02-01,Rear-end hit at traffic light,3379.0,Severe
A65679,C43622,2021-01-28,Fender scratch from curb,1940.0,Moderate
A65680,C43622,2024-07-31,Head-on collision,4514.0,Minor
A18571,C12316,2023-03-17,Fender scratch from curb,3435.0,Severe
A68057,C45258,2021-05-08,Tire puncture during accident,3319.0,Severe
A68058,C45258,2020-10-06,Side mirror broken,989.0,Major
A42965,C28586,2024-07-16,Accident on slippery road,3055.0,Minor
A42966,C28586,2021-06-11,Rear quarter panel dent,3596.0,Severe
A42967,C28586,2024-04-25,Side swipe from passing vehicle,4246.0,Moderate
A20848,C13842,2022-11-13,Damage from pothole incident,2566.0,Major
A74412,C49461,2021-08-01,Minor parking lot accident,3552.0,Severe
A74413,C49461,2023-06-30,Side panel scratch,289.0,Severe
A74414,C49461,2021-02-22,Parking lot scrape,1448.0,Severe
A68143,C45327,2024-04-06,Side mirror broken,1824.0,Moderate
A52117,C34688,2023-01-09,Fender scratch from curb,292.0,Severe
A52118,C34688,2024-01-01,Scratched paint on rear bumper,3027.0,Severe
A52119,C34688,2022-10-04,Parking lot scrape,1902.0,Severe
A49201,C32777,2024-07-17,Fender scratch from curb,3824.0,Minor
A57739,C38425,2023-11-16,Scratched paint on rear bumper,2509.0,Major
A57740,C38425,2021-10-21,Collision with pole,3048.0,Major
A68714,C45707,2023-10-08,Door dent from tight parking,4018.0,Minor
A68715,C45707,2020-09-20,Door dent from tight parking,406.0,Minor
A05953,C03998,2024-05-09,Rear-end hit at traffic light,3386.0,Severe
A05954,C03998,2025-03-02,Fender scratch from curb,4285.0,Major
A05955,C03998,2021-01-22,Damage from pothole incident,809.0,Moderate
A05703,C03835,2023-06-18,Collision with pole,2316.0,Severe
A05704,C03835,2022-04-27,Tire puncture during accident,1056.0,Major
A05705,C03835,2024-02-24,Rear bumper collision,2676.0,Severe
A49189,C32769,2024-10-06,Parking lot scrape,4013.0,Major
